"location","file","tree","x","y","phi","h.dist","dbh","h","v","n.pts","n.pts.red","n.pts.est","n.pts.red.est","partial.occlusion","locationID","altitude","on.off.trail","latitude","longitude","habitat","partition"
"DS 12","DS12.txt",27,14.65703083,-2.0641425,6.142199797,14.83965985,3.845591975,12.42,0.006590371,39,17.66666667,286.1994909,141.3546266,0,11,45,"ON",-1.20697,110.10837,"Alluvial Bench","AB1"
"DS 12","DS12.txt",28,14.89419667,0.267731667,0.017997996,14.89666808,14.94048307,10.099,0.084528384,129.3333333,69.66666667,1111.911684,549.1758927,1,11,45,"ON",-1.20697,110.10837,"Alluvial Bench","AB1"
"DS 12","DS12.txt",29,15.16339667,-1.519021667,6.183311848,15.23950944,9.351992534,17.657,0.052437417,282,131.3333333,696.000907,343.7565456,0,11,45,"ON",-1.20697,110.10837,"Alluvial Bench","AB1"
"DS 12","DS12.txt",30,13.54323375,7.94020125,0.530185418,15.70202708,162.0479062,25.317,21.72311841,580,292,12060.04916,5956.487695,1,11,45,"ON",-1.20697,110.10837,"Alluvial Bench","AB1"
"DS 12","DS12.txt",32,15.9228125,0.261345833,0.01700411,15.92590274,15.31949653,18.535,0.146810741,149.3333333,78,1140.118905,563.1075078,0,11,45,"ON",-1.20697,110.10837,"Alluvial Bench","AB1"
"DS 12","DS12.txt",33,15.34038917,-4.360124167,6.006148204,15.94889136,13.09427994,13.213,0.080373849,73.33333333,36.33333333,974.512189,481.313947,0,11,45,"ON",-1.20697,110.10837,"Alluvial Bench","AB1"
"DS 12","DS12.txt",35,16.62725583,-0.0216975,4.187153431,16.62793993,9.600127914,16.628,0.052453415,99.33333333,50,714.4678219,352.8773998,0,11,45,"ON",-1.20697,110.10837,"Alluvial Bench","AB1"
"DS 12","DS12.txt",36,16.78020667,-1.273303333,6.207351326,16.83094524,34.17166491,20.87,0.811385723,1863,916,2543.148926,1256.067458,0,11,45,"ON",-1.20697,110.10837,"Alluvial Bench","AB1"
"DS 12","DS12.txt",37,17.74964417,-2.6765825,6.133429755,17.95706899,8.070541895,17.447,0.038646892,53.33333333,30.33333333,600.6318396,296.6535305,1,11,45,"ON",-1.20697,110.10837,"Alluvial Bench","AB1"
"DS 12","DS12.txt",38,18.07587833,-2.287673333,6.15725215,18.22235982,10.71501725,18.911,0.073101071,34,17.66666667,797.4409407,393.8580256,0,11,45,"ON",-1.20697,110.10837,"Alluvial Bench","AB1"
"DS 12","DS12.txt",39,18.55565,-0.487645,6.256949805,18.56522589,12.16091617,16.036,0.081585192,537,261.3333333,905.0486998,447.0057603,1,11,45,"ON",-1.20697,110.10837,"Alluvial Bench","AB1"
"DS 12","DS12.txt",40,18.55822083,1.4180375,0.076285232,18.61445506,17.10487652,14.112,0.144847774,266.3333333,130.6666667,1272.991775,628.7337426,1,11,45,"ON",-1.20697,110.10837,"Alluvial Bench","AB1"
"DS 12","DS12.txt",41,18.684785,-1.753861667,6.189923225,18.77626199,8.738273273,14.502,0.03867659,392.3333333,192,650.3262382,321.1977152,0,11,45,"ON",-1.20697,110.10837,"Alluvial Bench","AB1"
"DS 12","DS12.txt",42,18.85209917,0.3924175,2.116394691,18.89037984,16.23206855,13.096,0.122608819,212.3333333,113.6666667,1208.035014,596.6514401,0,11,45,"ON",-1.20697,110.10837,"Alluvial Bench","AB1"
"DS 12","DS12.txt",43,18.06071833,-6.297625,5.947676552,19.12719974,26.00520377,21.03,0.473126721,68,35,1935.378514,955.8881686,1,11,45,"ON",-1.20697,110.10837,"Alluvial Bench","AB1"
"DS 12","DS12.txt",44,19.41460083,-0.932420833,6.235252976,19.4428614,16.09342418,17.759,0.15606693,40.33333333,18.33333333,1197.71672,591.5552095,1,11,45,"ON",-1.20697,110.10837,"Alluvial Bench","AB1"
"GP 24.31","GP24.31.txt",1,-1.5010775,-2.554945833,4.181198606,2.963277929,21.98460841,28.073,0.428015056,16123,8115.666667,7427.612908,3681.817762,1,222,186,"ON",-1.218151,110.114208,"Lowland Granite","LG1"
"GP 24.31","GP24.31.txt",2,1.2399925,3.119475833,1.196090571,3.366345575,12.71315298,26.808,0.13721319,231,116,4295.204056,2129.103762,1,222,186,"ON",-1.218151,110.114208,"Lowland Granite","LG1"
"GP 24.31","GP24.31.txt",3,2.197359167,-3.7034725,5.241225359,4.369638195,56.70755466,33.901,3.390743374,101.6666667,46.33333333,19158.93871,9496.957059,0,222,186,"ON",-1.218151,110.114208,"Lowland Granite","LG1"
"GP 24.31","GP24.31.txt",4,-0.463376667,4.467643333,1.714327141,4.545391013,7.798034143,9.957,0.022349196,61.66666667,30.66666667,2634.605902,1305.956426,0,222,186,"ON",-1.218151,110.114208,"Lowland Granite","LG1"
"GP 24.31","GP24.31.txt",5,3.062050833,-3.834400833,5.386655693,4.909248782,11.30521099,11.823,0.053600478,78,39.66666667,3819.52362,1893.312169,0,222,186,"ON",-1.218151,110.114208,"Lowland Granite","LG1"
"GP 24.31","GP24.31.txt",6,4.620033333,-2.271545,5.826286856,5.149747334,18.67271596,15.602,0.183539413,41,20.66666667,6308.673028,3127.166789,0,222,186,"ON",-1.218151,110.114208,"Lowland Granite","LG1"
"GP 24.31","GP24.31.txt",7,-3.071126667,4.373486667,2.181369743,5.351753196,12.82799589,23.945,0.126085817,869.6666667,451.6666667,4334.004324,2148.336794,1,222,186,"ON",-1.218151,110.114208,"Lowland Granite","LG1"
"GP 24.31","GP24.31.txt",8,-5.2623475,-1.291739167,3.382345074,5.418643663,40.17820171,28.801,1.463580009,1210.666667,591.6666667,13574.41188,6728.744673,0,222,186,"ON",-1.218151,110.114208,"Lowland Granite","LG1"
"GP 24.31","GP24.31.txt",9,-2.606955833,-4.751600833,4.172601325,5.600401776,4.916016494,17.005,0.013690706,35,20.33333333,1660.901431,823.2976686,0,222,186,"ON",-1.218151,110.114208,"Lowland Granite","LG1"
"GP 24.31","GP24.31.txt",10,-2.983078333,4.78174,2.130717713,5.640091966,12.61942621,15.104,0.081567924,358,186.3333333,4263.537986,2113.407104,1,222,186,"ON",-1.218151,110.114208,"Lowland Granite","LG1"
"GP 24.31","GP24.31.txt",12,0.870161667,-6.153581667,4.852878268,6.215035941,23.76726684,27.229,0.486445315,14581,7313.333333,8029.89322,3980.364062,1,222,186,"ON",-1.218151,110.114208,"Lowland Granite","LG1"
"GP 24.31","GP24.31.txt",13,-3.98763,4.797043333,2.271947856,6.274512847,10.38375982,19.123,0.067632525,174,84.33333333,3508.206608,1738.99442,1,222,186,"ON",-1.218151,110.114208,"Lowland Granite","LG1"
"GP 24.31","GP24.31.txt",14,-4.640786667,-4.477466667,3.906914557,6.467288491,17.09760827,26.109,0.242266335,1316.333333,654.3333333,5776.514804,2863.379537,1,222,186,"ON",-1.218151,110.114208,"Lowland Granite","LG1"
"GP 24.31","GP24.31.txt",15,-2.108751667,-6.922653333,4.414680031,7.23804246,20.32466883,24.655,0.324987915,486.3333333,247.3333333,6866.793795,3403.8235,0,222,186,"ON",-1.218151,110.114208,"Lowland Granite","LG1"
"GP 24.31","GP24.31.txt",16,3.729638333,6.26712,1.035753522,7.306738239,11.19354801,23.258,0.09351766,104,52.33333333,3781.797707,1874.611688,0,222,186,"ON",-1.218151,110.114208,"Lowland Granite","LG1"
"GP 24.31","GP24.31.txt",17,1.781021667,7.25505,1.328572798,7.480919022,6.730561788,13.972,0.021745006,418.3333333,208,2273.954882,1127.184141,1,222,186,"ON",-1.218151,110.114208,"Lowland Granite","LG1"
"GP 24.31","GP24.31.txt",18,0.300014167,7.635789167,1.527955669,7.665173992,6.217607123,13.765,0.018329896,369.6666667,182.6666667,2100.650513,1041.278331,1,222,186,"ON",-1.218151,110.114208,"Lowland Granite","LG1"
"GP 24.31","GP24.31.txt",19,4.498666667,6.210373333,0.943895295,7.668581323,26.93188776,24.44,0.566123714,2492,1234,9099.076656,4510.3511,1,222,186,"ON",-1.218151,110.114208,"Lowland Granite","LG1"
"GP 24.31","GP24.31.txt",21,-5.986460833,5.277460833,2.419055777,7.980558179,8.195086727,25.185,0.053864262,4011.333333,1973.333333,2768.752158,1372.451823,1,222,186,"ON",-1.218151,110.114208,"Lowland Granite","LG1"
"GP 24.31","GP24.31.txt",22,3.2743,7.86577,1.175271372,8.541023982,11.84233386,11.348,0.056951088,47.66666667,26,4000.993341,1983.265489,1,222,186,"ON",-1.218151,110.114208,"Lowland Granite","LG1"
"GP 24.31","GP24.31.txt",23,-4.4804725,7.681095833,2.099173083,8.899796907,5.075849618,16.677,0.01435357,34.66666667,18,1714.901874,850.0653247,1,222,186,"ON",-1.218151,110.114208,"Lowland Granite","LG1"
"GP 24.31","GP24.31.txt",24,0.9307775,9.219200833,1.4686558,9.272431538,9.567409302,10.071,0.033929039,28.66666667,12,3232.398391,1602.278142,0,222,186,"ON",-1.218151,110.114208,"Lowland Granite","LG1"
"GP 24.31","GP24.31.txt",25,-1.660293333,-9.18378,4.533535517,9.332655607,23.69525612,26.488,0.471466902,975.6666667,487.6666667,8005.564028,3968.304245,0,222,186,"ON",-1.218151,110.114208,"Lowland Granite","LG1"
"GP 24.31","GP24.31.txt",26,-0.881419167,9.3250925,1.665309767,9.369785086,13.35322998,24.596,0.139975134,662,329,4511.457359,2236.29907,1,222,186,"ON",-1.218151,110.114208,"Lowland Granite","LG1"
"GP 24.31","GP24.31.txt",27,-2.031555,-9.783418333,4.507644883,9.992127654,26.36693132,22.263,0.498933982,1016.333333,518.3333333,8908.20322,4415.736422,1,222,186,"ON",-1.218151,110.114208,"Lowland Granite","LG1"
"GP 24.31","GP24.31.txt",28,6.5161875,7.6545075,0.865510501,10.05405909,17.21790675,11.206,0.1192147,84.33333333,42.33333333,5817.158263,2883.526226,1,222,186,"ON",-1.218151,110.114208,"Lowland Granite","LG1"
"GP 24.31","GP24.31.txt",29,-7.617096667,-6.983711667,3.881558857,10.34936416,9.868023459,24.189,0.075298266,50.33333333,27.33333333,3333.962428,1652.622752,1,222,186,"ON",-1.218151,110.114208,"Lowland Granite","LG1"
"GP 24.31","GP24.31.txt",30,-9.957371667,-3.174771667,3.449518427,10.4602481,23.55009434,32.843,0.567775829,1369,686.6666667,7956.520374,3943.993636,1,222,186,"ON",-1.218151,110.114208,"Lowland Granite","LG1"
"GP 24.31","GP24.31.txt",31,-8.109824167,-7.086225833,3.860026482,10.7715252,7.804744372,9.142,0.023469136,77,40.33333333,2636.872987,1307.080205,0,222,186,"ON",-1.218151,110.114208,"Lowland Granite","LG1"
"GP 24.31","GP24.31.txt",32,-6.3088325,8.8483925,2.190189456,10.86717392,10.69938175,24.818,0.090600326,5676.333333,2789,3614.841097,1791.852419,1,222,186,"ON",-1.218151,110.114208,"Lowland Granite","LG1"
"GP 24.31","GP24.31.txt",33,-5.764993333,9.843758333,2.102463434,11.42921468,11.52795188,17.202,0.076033826,160.3333333,76,3894.777773,1930.615147,1,222,186,"ON",-1.218151,110.114208,"Lowland Granite","LG1"
"GP 24.31","GP24.31.txt",35,-11.423725,-2.138768333,3.325927119,11.65288654,12.03812432,11.157,0.058077627,63,24.33333333,4067.142154,2016.055011,1,222,186,"ON",-1.218151,110.114208,"Lowland Granite","LG1"
"GP 24.31","GP24.31.txt",36,6.582290833,-9.688684167,5.309141128,11.71312005,58.18677355,36.275,3.803066791,1208.666667,603.6666667,19658.70041,9744.685573,0,222,186,"ON",-1.218151,110.114208,"Lowland Granite","LG1"
"GP 24.31","GP24.31.txt",37,-3.394444167,11.6967125,1.853252961,12.184354,14.12092031,19.789,0.128893655,64.66666667,30.33333333,4770.825482,2364.866104,0,222,186,"ON",-1.218151,110.114208,"Lowland Granite","LG1"
"GP 24.31","GP24.31.txt",38,-11.8363075,-3.317590833,3.414280253,12.29540739,20.73782553,12.977,0.194323126,147.6666667,79.66666667,7006.380907,3473.015893,1,222,186,"ON",-1.218151,110.114208,"Lowland Granite","LG1"
"GP 24.31","GP24.31.txt",39,-13.6970425,-0.7248225,3.19447194,13.716352,9.749765719,23.691,0.072137269,217.6666667,110.6666667,3294.008443,1632.817831,1,222,186,"ON",-1.218151,110.114208,"Lowland Granite","LG1"
"GP 24.31","GP24.31.txt",40,-13.50878917,-2.833650833,3.347579209,13.82399883,39.2258357,23.599,1.163571142,184.3333333,90,13252.65013,6569.249538,0,222,186,"ON",-1.218151,110.114208,"Lowland Granite","LG1"
"GP 24.31","GP24.31.txt",42,-13.4232075,5.2050075,2.771667093,14.39706024,12.00715056,11.86,0.060612748,786.6666667,398.6666667,4056.677509,2010.867757,0,222,186,"ON",-1.218151,110.114208,"Lowland Granite","LG1"
"GP 24.31","GP24.31.txt",43,-3.459470833,14.1110375,1.811217263,14.52894256,33.72399639,20.475,0.757613867,467,231.3333333,11393.82546,5647.842646,0,222,186,"ON",-1.218151,110.114208,"Lowland Granite","LG1"
"GP 24.31","GP24.31.txt",44,-9.139275,-11.416785,4.037336177,14.62427351,36.96217478,21.61,0.954758784,312.3333333,158.3333333,12487.86066,6190.14854,0,222,186,"ON",-1.218151,110.114208,"Lowland Granite","LG1"
"GP 24.31","GP24.31.txt",45,-5.9570425,13.38084417,1.989648723,14.64702665,17.89076843,18.997,0.199613671,145.3333333,78.33333333,6044.488037,2996.212066,0,222,186,"ON",-1.218151,110.114208,"Lowland Granite","LG1"
"GP 24.31","GP24.31.txt",46,-14.863565,-3.806423333,3.392293261,15.34325347,24.42833407,10.462,0.227634304,285.3333333,143.6666667,8253.238181,4091.074657,1,222,186,"ON",-1.218151,110.114208,"Lowland Granite","LG1"
"GP 24.31","GP24.31.txt",47,-11.97180583,-11.55558083,3.909297155,16.63913882,62.90005235,33.476,4.122965425,227,114,21251.10587,10534.03025,0,222,186,"ON",-1.218151,110.114208,"Lowland Granite","LG1"
"GP 24.31","GP24.31.txt",48,-14.07047083,10.2971925,2.509796165,17.43632811,19.49459705,19.713,0.244829039,130,63,6586.349778,3264.809287,0,222,186,"ON",-1.218151,110.114208,"Lowland Granite","LG1"
"GP 24.31","GP24.31.txt",49,-17.669505,1.0137,3.08428527,17.69856817,22.11031377,24.221,0.378471555,395,199,7470.083113,3702.869957,0,222,186,"ON",-1.218151,110.114208,"Lowland Granite","LG1"
"GP 30.24","GP30.24.txt",1,2.6142375,-0.955595833,5.927665343,2.794081587,14.86581692,21.344,0.061811008,37.33333333,19,10122.45451,5097.726842,0,150,226,"ON",-1.21605,110.11442,"Lowland Granite","LG1"
"GP 30.24","GP30.24.txt",2,2.115039167,-3.628044167,5.220295374,4.37658202,5.651702297,16.896,0.00852632,66.66666667,28.66666667,3848.365664,1938.059284,1,150,226,"ON",-1.21605,110.11442,"Lowland Granite","LG1"
"GP 30.24","GP30.24.txt",3,-4.5431,-0.13701,3.171746435,4.54518081,28.75061614,22.239,0.234169398,555.6666667,278.6666667,19576.91296,9859.04699,0,150,226,"ON",-1.21605,110.11442,"Lowland Granite","LG1"
"GP 30.24","GP30.24.txt",4,4.1128375,-2.762455833,5.691252905,4.9553738,36.62375813,36.9,0.483913119,1074.333333,529.3333333,24937.9047,12558.87354,0,150,226,"ON",-1.21605,110.11442,"Lowland Granite","LG1"
"GP 30.24","GP30.24.txt",5,-1.6217125,-4.6944375,4.386016623,4.976382957,9.927202321,24.937,0.029110551,158.6666667,78,6759.645598,3404.196755,0,150,226,"ON",-1.21605,110.11442,"Lowland Granite","LG1"
"GP 30.24","GP30.24.txt",6,-1.261208333,-5.404038333,4.483634046,5.551009052,6.101961775,24.16,0.010862662,66.66666667,38.33333333,4154.957028,2092.460474,0,150,226,"ON",-1.21605,110.11442,"Lowland Granite","LG1"
"GP 30.24","GP30.24.txt",7,5.959225,-1.748095,5.997761706,6.210336376,10.77058097,13.099,0.040293012,4606.666667,2298.666667,7333.92026,3693.404808,1,150,226,"ON",-1.21605,110.11442,"Lowland Granite","LG1"
"GP 30.24","GP30.24.txt",8,-2.632596667,-5.887525,4.290551257,6.457231549,4.975792051,24.029,0.007208131,41,19.66666667,3388.123838,1706.278829,0,150,226,"ON",-1.21605,110.11442,"Lowland Granite","LG1"
"GP 30.24","GP30.24.txt",9,-4.654473333,-4.81753,3.944201887,6.698728647,22.85718702,23.932,0.151872915,317.6666667,150,15563.95031,7838.095707,1,150,226,"ON",-1.21605,110.11442,"Lowland Granite","LG1"
"GP 30.24","GP30.24.txt",10,2.5121225,-6.654685833,5.073244124,7.113088891,11.97241467,34.32,0.049555087,460.6666667,232.6666667,8152.27468,4105.532844,1,150,226,"ON",-1.21605,110.11442,"Lowland Granite","LG1"
"GP 30.24","GP30.24.txt",11,5.869321667,-4.115746667,5.670168322,7.184806223,4.938646455,16.557,0.006499369,226,108,3362.830603,1693.541009,0,150,226,"ON",-1.21605,110.11442,"Lowland Granite","LG1"
"GP 30.24","GP30.24.txt",12,0.346975,-8.264931667,4.754273309,8.274633951,4.607092973,16.332,0.005650742,116.3333333,63,3137.068705,1579.846007,0,150,226,"ON",-1.21605,110.11442,"Lowland Granite","LG1"
"GP 30.24","GP30.24.txt",13,-0.00215,-8.458486667,4.713599397,8.470976663,10.16860512,14.76,0.027507719,83.33333333,41.33333333,6924.02196,3486.977645,1,150,226,"ON",-1.21605,110.11442,"Lowland Granite","LG1"
"GP 30.24","GP30.24.txt",14,-3.945284167,-7.7807475,4.243002727,8.72443539,8.389446494,19.374,0.01919989,108.3333333,52.33333333,5712.554577,2876.87564,0,150,226,"ON",-1.21605,110.11442,"Lowland Granite","LG1"
"GP 30.24","GP30.24.txt",15,6.139569167,-6.6961975,5.45712619,9.090105435,15.43505097,33.632,0.081422704,103.3333333,53.66666667,10510.05822,5292.92632,1,150,226,"ON",-1.21605,110.11442,"Lowland Granite","LG1"
"GP 30.24","GP30.24.txt",16,-6.888366667,-6.250596667,3.878487116,9.301596247,20.90382821,15.435,0.116125921,128.3333333,64,14233.86628,7168.257669,1,150,226,"ON",-1.21605,110.11442,"Lowland Granite","LG1"
"GP 30.24","GP30.24.txt",17,2.1747325,-10.6161475,4.914690261,10.85156994,19.291292,37.797,0.136241838,755.3333333,372,13135.85569,6615.293163,0,150,226,"ON",-1.21605,110.11442,"Lowland Granite","LG1"
"GP 30.24","GP30.24.txt",18,-1.716326667,-11.39689667,4.563100336,11.52697632,33.0384842,30.351,0.352963869,1074.333333,541,22496.61456,11329.42566,0,150,226,"ON",-1.21605,110.11442,"Lowland Granite","LG1"
"GP 30.24","GP30.24.txt",19,9.339445,-7.428721667,5.612387968,11.93595458,29.40425128,18.074,0.232779861,150.6666667,70.33333333,20021.98719,10083.18896,1,150,226,"ON",-1.21605,110.11442,"Lowland Granite","LG1"
"GP 30.24","GP30.24.txt",20,4.785189167,-11.30266583,5.113086994,12.27428494,9.177226796,12.434,0.023006653,4706.333333,2343,6248.97113,3147.01813,1,150,226,"ON",-1.21605,110.11442,"Lowland Granite","LG1"
"GP 30.24","GP30.24.txt",21,1.664396667,-12.328015,4.848578046,12.45757687,8.390653846,32.028,0.023420862,65.33333333,33.33333333,5713.37669,2877.289661,0,150,226,"ON",-1.21605,110.11442,"Lowland Granite","LG1"
"GP 30.24","GP30.24.txt",22,4.955328333,-11.47486333,5.120282677,12.50186611,14.78172923,30.147,0.070410866,6636.666667,3309,10065.19739,5068.891824,1,150,226,"ON",-1.21605,110.11442,"Lowland Granite","LG1"
"GP 30.24","GP30.24.txt",23,11.62782583,-6.900655833,5.74820236,13.53073406,17.8392871,37.292,0.115551667,286.3333333,143.6666667,12147.15432,6117.377415,0,150,226,"ON",-1.21605,110.11442,"Lowland Granite","LG1"
"GP 30.24","GP30.24.txt",24,2.909506667,-13.730325,4.920773376,14.04388543,113.9766986,40.508,4.966794298,2784.666667,1399.666667,77609.18575,39084.43638,1,150,226,"ON",-1.21605,110.11442,"Lowland Granite","LG1"
"GP 30.24","GP30.24.txt",25,6.8059175,-12.90289917,5.198458523,14.60549204,5.379851616,38.811,0.010770597,750.6666667,371.6666667,3663.256688,1844.837329,0,150,226,"ON",-1.21605,110.11442,"Lowland Granite","LG1"
"GP 30.24","GP30.24.txt",27,-1.914511667,-15.16851333,4.586819296,15.28891055,14.16334224,35.789,0.071063183,77.66666667,35.33333333,9644.124391,4856.837017,1,150,226,"ON",-1.21605,110.11442,"Lowland Granite","LG1"
"GP 30.24","GP30.24.txt",28,13.00681,-8.963245,5.677743061,15.82485366,46.59525577,29.862,0.69626716,280.6666667,140.6666667,31727.71193,15978.25987,1,150,226,"ON",-1.21605,110.11442,"Lowland Granite","LG1"
"GP 30.24","GP30.24.txt",29,-2.045088333,-15.95542833,4.585062854,16.0870571,37.96246311,41,0.555290279,451,225.6666667,25849.45772,13017.93693,1,150,226,"ON",-1.21605,110.11442,"Lowland Granite","LG1"
"GP 30.24","GP30.24.txt",30,1.613971667,-16.12566667,4.811947855,16.21298308,9.279319642,40.526,0.032930611,86,47,6318.488346,3182.027403,1,150,226,"ON",-1.21605,110.11442,"Lowland Granite","LG1"
"GP 30.24","GP30.24.txt",31,8.404814167,-13.88586583,5.257178931,16.2533361,10.05068397,8.545,0.028275952,832.6666667,415,6843.726906,3446.54059,1,150,226,"ON",-1.21605,110.11442,"Lowland Granite","LG1"
"GP 30.24","GP30.24.txt",32,14.0378975,-8.349590833,5.746098141,16.3432791,41.30048616,37.262,0.619040644,621,316.6666667,28122.38941,14162.59853,0,150,226,"ON",-1.21605,110.11442,"Lowland Granite","LG1"
"GP 30.24","GP30.24.txt",33,13.8040425,-9.312385833,5.689700726,16.65150973,68.58868948,42.468,1.854640851,1226,600,46703.51404,23520.16073,0,150,226,"ON",-1.21605,110.11442,"Lowland Granite","LG1"
"GP 30.24","GP30.24.txt",34,7.4957775,-15.0868875,5.173557194,16.84820413,14.00355541,38.401,0.072495099,564,279.3333333,9535.322097,4802.04355,1,150,226,"ON",-1.21605,110.11442,"Lowland Granite","LG1"
"GP 30.24","GP30.24.txt",35,16.96647583,0.6373825,0.037553161,16.97846744,41.42983707,43.363,0.686066911,221.3333333,113,28210.46723,14206.95503,0,150,226,"ON",-1.21605,110.11442,"Lowland Granite","LG1"
"GP 30.24","GP30.24.txt",36,3.0062025,-16.8383375,4.889184685,17.10632517,14.44159938,37.849,0.076416084,66.33333333,31.33333333,9833.595664,4952.255849,1,150,226,"ON",-1.21605,110.11442,"Lowland Granite","LG1"
"GP 30.24","GP30.24.txt",37,1.833043333,-17.06324667,4.817726435,17.1785263,11.23305859,32.474,0.042293558,39.33333333,20.66666667,7648.831219,3851.995795,0,150,226,"ON",-1.21605,110.11442,"Lowland Granite","LG1"
"GP 30.24","GP30.24.txt",38,6.242836667,-16.67707,5.070578463,17.80724287,57.88471942,20.367,0.925040469,8749.666667,4350.333333,39414.95057,19849.59787,0,150,226,"ON",-1.21605,110.11442,"Lowland Granite","LG1"
"GP 30.24","GP30.24.txt",39,3.140888333,-19.45532667,4.872447007,19.70723875,29.53610627,37.941,0.320116726,1137,551,20111.77009,10128.40415,0,150,226,"ON",-1.21605,110.11442,"Lowland Granite","LG1"
"GP 30.24","GP30.24.txt",40,7.1294175,-18.35804583,5.086000954,19.72117464,17.21019666,24.075,0.086294911,90,42.33333333,11718.7931,5901.65222,1,150,226,"ON",-1.21605,110.11442,"Lowland Granite","LG1"
"GP 30.24","GP30.24.txt",41,11.99109,-15.88750667,5.358923136,19.90475113,33.78083385,38.792,0.42452895,350.6666667,173.3333333,23002.09641,11583.98925,0,150,226,"ON",-1.21605,110.11442,"Lowland Granite","LG1"
"GP 30.24","GP30.24.txt",42,7.283465833,-22.32815583,5.027708054,23.48614624,16.60959524,18.383,0.074484611,100.3333333,55.33333333,11309.83068,5695.696371,1,150,226,"ON",-1.21605,110.11442,"Lowland Granite","LG1"
"GP 30.24","GP30.24.txt",43,-3.737426667,-23.66643167,4.555757104,23.95980125,22.95214486,24.313,0.154062982,45.33333333,24.33333333,15628.60914,7870.658272,0,150,226,"ON",-1.21605,110.11442,"Lowland Granite","LG1"
"GP 30.24","GP30.24.txt",44,16.03844417,-19.36708083,5.404042348,25.14592326,23.76799605,22.848,0.161494269,131.3333333,61.66666667,16184.13977,8150.426718,0,150,226,"ON",-1.21605,110.11442,"Lowland Granite","LG1"
"GP 56.25","GP56.25.txt",1,-9.953129167,7.1994875,2.515431411,12.28567101,10.38357591,11.046,0.054051144,177.6666667,79.33333333,4705.934759,2360.893636,0,210,383,"ON",-1.21087,110.12183,"Upland Granite","UG1"
"GP 56.25","GP56.25.txt",2,-9.762375833,8.231119167,2.440996586,12.7699593,15.51318656,13.124,0.140527565,1514.333333,742,7030.722798,3527.203321,0,210,383,"ON",-1.21087,110.12183,"Upland Granite","UG1"
"GP 56.25","GP56.25.txt",3,-8.246515833,9.868830833,2.267424466,12.86862183,26.20675491,21.658,0.635713403,130.6666667,66.33333333,11877.14906,5958.57934,0,210,383,"ON",-1.21087,110.12183,"Upland Granite","UG1"
"GP 56.25","GP56.25.txt",4,-7.327114167,10.6782625,2.171495623,12.9910174,16.71566331,13.122,0.163135109,727,359,7575.696628,3800.608141,0,210,383,"ON",-1.21087,110.12183,"Upland Granite","UG1"
"GP 56.25","GP56.25.txt",5,-8.029594167,10.34027417,2.231066274,13.09181886,34.41416392,19.579,0.997436411,1960.333333,957,15596.82441,7824.682103,1,210,383,"ON",-1.21087,110.12183,"Upland Granite","UG1"
"GP 56.25","GP56.25.txt",6,-11.19638167,7.464468333,2.55389704,13.46152948,13.7735751,11.315,0.097129056,238.6666667,120.3333333,6242.314436,3131.671215,1,210,383,"ON",-1.21087,110.12183,"Upland Granite","UG1"
"GP 56.25","GP56.25.txt",7,-11.50358583,9.3302125,2.460138178,14.81166527,14.9320345,15.547,0.151766706,8816.666667,4390.333333,6767.339188,3395.067896,1,210,383,"ON",-1.21087,110.12183,"Upland Granite","UG1"
"GP 56.25","GP56.25.txt",8,-14.48711333,2.776473333,2.949714552,14.85896309,10.01143074,13.406,0.059653073,937.3333333,467,4537.275048,2276.279705,1,210,383,"ON",-1.21087,110.12183,"Upland Granite","UG1"
"GP 56.25","GP56.25.txt",9,-10.18623917,12.39117083,2.258869586,16.04067522,6.404109448,16.668,0.029755809,49.33333333,22.66666667,2902.402941,1456.090019,1,210,383,"ON",-1.21087,110.12183,"Upland Granite","UG1"
"GP 56.25","GP56.25.txt",10,-10.4059525,12.55927917,2.262571138,16.31125198,5.960411407,9.772,0.016339867,95,45.66666667,2701.314794,1355.207251,1,210,383,"ON",-1.21087,110.12183,"Upland Granite","UG1"
"GP 56.25","GP56.25.txt",11,-12.28953417,10.7694725,2.422019852,16.34056923,11.89054884,18.152,0.110983649,3834,1926.666667,5388.909135,2703.531165,1,210,383,"ON",-1.21087,110.12183,"Upland Granite","UG1"
"GP 56.25","GP56.25.txt",12,-15.4060625,5.548255833,2.797693088,16.38713389,6.692860185,14.115,0.027927296,199.3333333,94.33333333,3033.267504,1521.742717,0,210,383,"ON",-1.21087,110.12183,"Upland Granite","UG1"
"GP 56.25","GP56.25.txt",13,-16.26291083,2.5200675,2.987992466,16.45740464,9.410193971,11.112,0.044624051,249,119.3333333,4264.788863,2139.577661,1,210,383,"ON",-1.21087,110.12183,"Upland Granite","UG1"
"GP 56.25","GP56.25.txt",15,-8.281903333,14.80836333,2.081009933,16.97478429,13.63499501,15.131,0.123453849,40,23,6179.508632,3100.162529,0,210,383,"ON",-1.21087,110.12183,"Upland Granite","UG1"
"GP 56.25","GP56.25.txt",16,-14.43374917,8.962520833,2.585916757,16.98999441,32.30477014,18.048,0.814847489,4403.666667,2217.666667,14640.82721,7345.073306,1,210,383,"ON",-1.21087,110.12183,"Upland Granite","UG1"
"GP 56.25","GP56.25.txt",17,-7.513569167,15.7027875,2.017086897,17.40789919,31.75179916,26.048,1.111005842,446.3333333,220.3333333,14390.21553,7219.34536,1,210,383,"ON",-1.21087,110.12183,"Upland Granite","UG1"
