"","location","radius","N.tls","G.tls","V.tls","d.tls","dg.tls","dgeom.tls","dharm.tls","h.tls","hg.tls","hgeom.tls","hharm.tls","d.0.tls","dg.0.tls","dgeom.0.tls","dharm.0.tls","h.0.tls","hg.0.tls","hgeom.0.tls","hharm.0.tls","n.pts","n.pts.est","n.pts.red","n.pts.red.est","P01","P05","P10","P20","P25","P30","P40","P50","P60","P70","P75","P80","P90","P95","P99","mean.z","mean.q.z","mean.g.z","mean.h.z","median.z","mode.z","max.z","min.z","var.z","sd.z","CV.z","D.z","ID.z","kurtosis.z","skewness.z","p.a.mean.z","p.a.mode.z","p.a.2m.z","p.b.mean.z","p.b.mode.z","p.b.2m.z","CRR.z","L2.z","L3.z","L4.z","L.CV.z","L.skewness.z","L.kurtosis.z","median.a.d.z","mode.a.d.z","weibull_c.z","weibull_b.z","mean.rho","mean.q.rho","mean.g.rho","mean.h.rho","median.rho","mode.rho","max.rho","min.rho","var.rho","sd.rho","CV.rho","D.rho","ID.rho","kurtosis.rho","skewness.rho","p.a.mean.rho","p.a.mode.rho","p.b.mean.rho","p.b.mode.rho","CRR.rho","L2.rho","L3.rho","L4.rho","L.skewness.rho","L.kurtosis.rho","L.CV.rho","median.a.d.rho","mode.a.d.rho","weibull_c.rho","weibull_b.rho","mean.r","mean.q.r","mean.g.r","mean.h.r","median.r","mode.r","max.r","min.r","var.r","sd.r","CV.r","D.r","ID.r","kurtosis.r","skewness.r","p.a.mean.r","p.a.mode.r","p.b.mean.r","p.b.mode.r","CRR.r","L2.r","L3.r","L4.r","L.CV.r","L.skewness.r","L.kurtosis.r","median.a.d.r","mode.a.d.r","weibull_c.r","weibull_b.r","locationID","latitude","longitude","habitat","altitude","on.off.trail"
"24","MB 17.16",25,264.833825304914,7.0974274430545,57.4055988073202,15.7877716593654,18.4722081306966,13.4901449200271,11.5536313373417,17.4189038461538,17.7701803954958,17.0278970874434,16.6019372768664,24.8972409655916,26.804050216018,23.3288244181593,22.1387341076052,18.6953863474942,18.9234242206912,18.4452868580098,18.1723579088873,50849.00000226,25814.7001796,25377.99999945,12906.99280975,0.077,0.304,0.491,0.778,0.934,1.115,1.537,1.939,2.382,2.911,3.272,3.841,5.907,7.876,15.727,2.77410762621607,4.01358742729372,1.82441013841984,1.13846648360476,1.969,2.073,40.604,0.101,8.41321118238867,2.90055359929595,1.0455807741145,40.503,2.33,13.6863580870836,2.83561091465028,32.9768505295045,46.9843949392249,49.1782758392151,67.0231494704955,52.9657372615104,50.7944500731631,0.0683210429074986,-2.77410677758829,2.77410508052939,-2.77410253484485,-0.999999694089813,-0.999999388250329,0.999998470591155,1.52310762621607,0.701107626216075,0.956685714654694,2.71972986943996,14.6627422871982,15.3838361265908,13.8739094056193,13.0416778346562,14.3644700610499,20.8224957874699,24.9999873115108,0.113796142289626,21.666403278383,4.6547183887302,0.317452103948805,24.8861911692212,8.06145371444821,1.82677947723188,0.0596473881783479,48.7306238082103,10.8277777864392,51.2693761917897,89.172190395913,0.586509989164956,-14.6627281534209,14.6626999061737,-14.6626575252116,-0.999998073534,0.999995183146778,-0.999999036075447,4.04132626693051,6.15975350027162,3.4878375751555,16.2995169250831,15.1898179802555,15.8987829095919,14.4272449522198,13.6433550143909,14.9933562764346,10.3684413672451,47.0621363871478,0.396496157484528,22.0407284343219,4.69475541794478,0.309072526349379,46.6656402296633,8.20449167365742,1.95065307843239,0.115324413859993,48.9291436576021,81.2352145379669,51.0708563423979,18.7647631896797,0.322760910284635,-15.1898028598213,15.1897726245741,-15.1897272689618,-0.99999900456778,-0.999998009503648,0.999995023578635,4.06288046007501,4.82137661301037,3.59302545977127,16.8586331522249,136,-1.22302,110.10008,"Freshwater Swamp",45,"ON"
"25","NB 10.20",25,91.6732472209317,1.58968095911355,21.2574818965438,13.7054186918889,14.858971098266,12.4023791607056,11.0212650880332,17.6860555555556,18.5057048876526,16.4967796342214,14.6259044845451,13.7054186918889,14.858971098266,12.4023791607056,11.0212650880332,17.6860555555556,18.5057048876526,16.4967796342214,14.6259044845451,8341.8333332,3827.89463001,4186.16666656,1916.67469509,0.2,0.489,0.635,0.897,1.02,1.18,1.567,1.919,2.334,2.988,3.317,3.765,5.536,8.249,15.348,2.75517116014871,3.96451289290908,1.90205387052601,1.31303927784738,1.925,0.911,41.759,0.101,8.12639491370982,2.85068323629789,1.03466647645369,41.658,2.297,18.1482077224364,3.21560311660223,33.5133044463201,79.5655795421015,48.1367478666369,66.4866955536799,20.3807974478246,51.838971568556,0.0659779008153621,-2.75516938120042,2.75516582575639,-2.75516049137432,-0.999999354323858,-0.999998709537043,0.999996773401244,1.43982883985129,1.84417116014871,0.966659535841379,2.71425279894177,6.63802611525151,7.27521982845853,5.81163173110665,4.49728670443062,6.56531947860688,3.63878834303742,24.9988903844056,0.100037603554864,8.86543345370774,2.97748777557654,0.448550174988838,24.8988527808507,3.92965934429194,4.30034119142534,0.524273728707818,49.0885803016579,84.6009845837618,50.9114196983421,15.3989674038219,0.265532830184829,-6.63801976486979,6.63800706497656,-6.63798801473017,-0.999998086794905,0.999995216926019,-0.99999904333282,1.90619356019158,2.99923777221409,2.37184481811424,7.48960770631601,7.58546184281001,8.28529939292712,6.89450261784497,6.12808707186081,7.21257159681102,4.70845162285066,44.8041986428697,0.194600686342571,11.1069554235287,3.3327099218997,0.439354912194128,44.6095979565271,3.4549965928003,8.68584473435391,1.49443789307849,44.2135298714735,81.4053261682347,55.7864701285265,18.5946326782656,0.169302477726988,-7.58545346255621,7.58543671419899,-7.58541158563486,-0.999998895221679,-0.999997792042717,0.999994479312073,1.70471257059775,2.87701021995935,2.42738421100274,8.55493080721973,166,-1.2265,110.1208,"Upland Granite",407,"ON"
"26","RB 0",25,183.346494441863,5.28782202733318,30.7623778230986,17.1132110176111,19.1627206578097,15.1692054526946,13.4072973124502,19.6844166666667,20.2106324925768,19.0960898697872,18.4469426773812,23.2154025313178,24.3592986748928,22.2934422330658,21.5808105526217,21.1242644404533,21.4364618521752,20.7818699581042,20.4061483371849,12583.0000001,549434.908593,6276.99999981,274962.581415,0.286,0.575,0.779,1.269,1.552,1.794,2.213,2.595,3.07,3.614,4.083,4.98,7.335,9.818,16.133,3.50002347204316,4.73167147420289,2.50909978841802,1.72295954542783,2.599,2.204,36.597,0.101,10.1385510866893,3.1841091511896,0.909739370785092,36.496,2.53,11.8933591285439,2.5066892874913,32.1139779256184,60.5180905537827,65.7037727460318,67.8860220743816,39.4265234252569,34.2754229633918,0.0956368957030128,-3.50002178910738,3.50001842215215,-3.50001337226722,-0.999999519164431,-0.999999038018779,0.999997595203495,1.65797652795684,1.29602347204316,1.10059258971037,3.62793950142996,10.487695591864,11.624745938523,8.82543627117577,6.27331959747439,10.6102015514633,8.16801957653292,24.9999784697472,0.10001789952303,25.1429604279315,5.01427566333678,0.478110336004288,24.8999605702242,7.77759156095134,2.29255734934842,-0.0427361847806172,51.3307438400541,67.8308677568073,48.6692561599459,32.1690609498431,0.41950818495925,-10.4876844867057,10.4876622674919,-10.4876289431755,-0.999997881399482,0.999994703928181,-0.99999894112504,3.95131118347639,2.31967601533106,2.20881837357411,11.8419767526806,11.5297216564692,12.5508339593428,10.2491893375544,8.67927088974643,11.4379263592041,8.46055906108603,43.8034594546815,0.552388362137547,24.5889526949799,4.95872490616085,0.430081926858882,43.2510710925439,7.03558554406449,3.06218961758004,0.213212831383673,49.4175734363831,73.000606973755,50.5824265636169,26.9993529237358,0.263214864761942,-11.5297086512053,11.5296826250631,-11.5296435937271,-0.999998872022735,-0.999997742688655,0.999994357404848,3.51031801977973,3.06916259538315,2.48589000835365,12.9964706845506,190,-1.21354,110.10599,"Freshwater Swamp",58,"ON"
"27","RB 4.40",25,249.554950768092,9.05707582291455,36.927001365196,18.1062638605102,21.4964114505362,15.721483410078,13.9942383238787,20.5178979591837,21.0554295072481,19.9104803309362,19.1848162721104,27.6502060526596,30.7476576407971,25.4528814378821,24.0206797481447,22.7196025088884,23.2213503667733,22.1996550198671,21.6482262358166,15196.8333326,60283.8769764,15196.8333326,60283.8769764,0.191,0.55,0.745,1.143,1.402,1.641,2.013,2.404,2.871,3.528,3.922,4.442,6.477,9.488,17.72,3.31277083237694,4.63099868385672,2.34575163107738,1.62172068948478,2.42,2.038,40.387,0.101,10.4716986131854,3.2360004037678,0.976825916281673,40.286,2.509,13.9375200366882,2.8809621193797,33.4181596657737,59.5846577642596,60.7464092213375,66.5818403342263,40.3630516726313,39.2273763939279,0.082025672428676,-3.31276947719793,3.31276676835424,-3.31276270433608,-0.999999590922802,-0.999999182302389,0.999997955528781,1.54377083237694,1.27477083237694,1.02379862248588,3.34490284587575,12.1823558049583,13.3760348602793,10.3277189581298,7.15390145135764,12.8520552689297,13.704433953627,24.9999997259745,0.100021908225152,30.5085167643919,5.52345152639108,0.453397652705481,24.8999778177493,7.88944131320377,2.28348994419154,-0.15539100525665,54.3764594078022,42.0970110782856,45.6235405921978,57.9029142155738,0.487294237539573,-12.1823433479161,12.1823184363783,-12.1822810678581,-0.999997955111168,0.999994887678321,-0.999998977452114,3.94108990285168,1.52207814866873,2.3435539503244,13.7477921268204,13.0361743334589,14.1550152735096,11.5044124592736,9.39625295060203,13.4575772189694,13.9967001773784,45.9591135856712,0.467641583186317,30.4226172773331,5.51567015668387,0.423104970491782,45.4914720024849,8.11720516832674,2.41296276972111,-0.0644230292639418,53.5055464266727,45.0666287259081,46.4944535733273,54.9333413916357,0.283647209800044,-13.0361603357302,13.0361323497618,-13.0360903661355,-0.999998926239524,-0.999997853204652,0.999994632653107,4.0523857411375,0.960525843919465,2.53172676665802,14.6878474108123,232,-1.21353,110.10411,"Alluvial Bench",28,"ON"
"28","RB 4.40 S 50",25,112.045079936694,3.7991618385428,36.9156539487958,17.7259391398182,20.7779435026194,15.036132859408,12.8496715375828,24.2212272727273,24.8286226606969,23.537121413472,22.7943505272302,19.4738840125014,22.1852392496296,17.1797391660116,15.3586230706191,24.8800352832576,25.4481217194246,24.2192284814359,23.4733383465669,16896.33333367,23104.5454608,8494.33333371,11165.045711,0.183,0.474,0.647,0.932,1.116,1.333,1.783,2.327,2.896,3.601,4.009,4.507,6.347,8.784,16.699,3.18840092458087,4.56964237395421,2.15811964997334,1.40575924308094,2.34,0.927,43.944,0.101,10.7157314632758,3.27348918789658,1.02668681427725,43.843,2.891,20.7031999341252,3.36191118184192,36.1215480422746,80.4969184857479,56.1363715356702,63.8784519577254,19.4579204986586,43.8451819618341,0.0725560013785926,-3.18839929529952,3.18839603746231,-3.18839115035123,-0.999999488997339,-0.999998978221701,0.999997445442828,1.72059907541913,2.26140092458087,0.974105717698547,3.1520536299359,10.5050126431208,11.5923968576916,8.90049604469985,6.51825616544664,11.0447495695025,2.30344972730577,24.9998667888636,0.100019079804807,24.0283753802518,4.90187468018633,0.466622444609461,24.8998477090588,8.02683942444417,2.13176248095997,-0.136318385216993,52.6106910993439,94.4233281274636,47.3893089006561,5.57663044041197,0.420202744752239,-10.5050012370059,10.5049784261003,-10.5049442091378,-0.999997828567078,0.999994571360175,-0.999998914221683,4.02069149649144,8.20156291581506,2.26955451160096,11.8594346920386,11.4104409924002,12.4605495999195,10.06297428477,8.29189802240158,11.8939833767172,3.58156699798077,46.0040475305013,0.618644761252366,25.0671338449916,5.00670888358726,0.438783118629852,45.385402769249,7.80641910962659,3.32758094279519,0.241535033554622,52.6599308774058,94.3237437146892,47.3400691225942,5.67622406032517,0.248031240834514,-11.4104277488401,11.4104012576745,-11.4103615230225,-0.999998839347215,-0.999997678337206,0.999994196026736,3.82022697381933,7.82887399441941,2.43088796211574,12.8683878282931,315,-1.21399,110.10411,"Alluvial Bench",40,"OFF"
"29","RB 9",25,285.205658020676,21.7829268124029,88.5050110880178,23.0882380397857,31.1841640875528,18.0622070568948,15.0136468737314,23.6200714285714,24.1740297626251,22.9790027249618,22.2401121443941,41.5405471767537,49.695958793636,35.1604209434934,31.1566035894628,24.9256361848364,25.0713386432468,24.7801951891243,24.635881026133,40193.00000113,232967.8730806,20116.00000098,118743.4911612,0.2,0.474,0.643,0.968,1.181,1.422,1.808,2.078,2.398,2.875,3.179,3.586,5.1,7.194,14.687,2.71819625248816,3.85529424176888,1.95464044896482,1.36272034223442,2.083,2.045,39.788,0.101,7.47470313045182,2.73399033108236,1.00581049973112,39.687,1.993,25.5154169457043,3.89806759951212,33.5207453278652,51.4744766557071,53.2789928049756,66.4792546721348,48.4684195201883,46.6857817430999,0.0683169863398049,-2.71819525510357,2.71819326076517,-2.71819026904587,-0.999999633071163,-0.999999266300539,0.999998165673459,1.14119625248816,0.673196252488157,0.994223971886009,2.71149853248906,14.9224756202826,15.943413660637,13.5989114145069,11.8792476036445,15.7056875765175,14.0502633016298,24.9999985954545,0.101826469176734,31.5121618099967,5.6135694357509,0.376182181736717,24.8981721262777,9.1310056720467,2.04955433487138,-0.251057610766524,53.6324830889092,58.3208881017948,46.3675169110908,41.6790626318388,0.596899058346182,-14.9224559666304,14.9224166805119,-14.9223577408611,-0.9999973673155,0.999993417586924,-0.999998682949616,4.56996264814998,0.872212318652855,2.88689219531556,16.7381656649341,15.42530809803,16.4029184246219,14.2064194807601,12.7472590960652,16.0287850139873,14.1988685241334,46.3197918757795,0.239414929202418,31.1156042031133,5.57813626609402,0.361622356626149,46.080376946577,8.82498818220574,2.1903481342555,-0.185912326737968,54.1043809787815,59.9540558289748,45.8956190212185,40.0459072212505,0.33301764695743,-15.4252872726897,15.4252456208238,-15.4251831437482,-0.999998649923867,-0.999997299767252,0.999993249465009,4.39707011800637,1.22643957389661,3.01686315425443,17.2696957648991,133,-1.21382,110.10215,"Freshwater Swamp",43,"ON"
"30","RS 22.30",25,173.160578083982,14.8725322914655,221.315442210983,25.0335370906176,33.0691480211246,19.4135738992558,16.0658792691402,20.4685294117647,21.5231032436146,19.4140931207268,18.4047013019689,35.9876319618243,43.0342673618616,30.7082278633835,27.1853930500303,22.7702565955581,23.902777028686,21.51463824385,20.1885317524083,31942.16666623,214007.976294,15948.9999988,109223.3255898,0.112,0.317,0.468,0.742,0.899,1.077,1.514,1.967,2.359,2.827,3.096,3.529,5.488,7.466,16.556,2.66330708116784,3.97605532183117,1.74598623328113,1.09614042673189,1.988,0.645,36.872,0.101,8.71581179322617,2.95225537398548,1.10849229323227,36.771,2.187,22.1386687758611,3.65190732775586,33.7367798201523,84.1127849103645,49.7277722486598,66.2632201798477,15.8426856371415,50.2504884869384,0.0722311532102366,-2.66330563394133,2.6633027413366,-2.66329840151299,-0.999999456605466,-0.999998913904322,0.999997284416684,1.37530708116784,2.01830708116784,0.9035640988664,2.53666861057951,7.31930512881918,7.85795619590121,6.7895760962895,6.19517267358765,6.99442314893623,7.62043035519812,24.999978206389,0.100018900838792,8.17524845776353,2.85923913965998,0.390643522757639,24.8999593055502,2.66878222165917,6.35858300909687,1.26449320250507,43.4823583475914,37.1953971963337,56.5176416524086,62.8045312748288,0.292772460375532,-7.31929914135411,7.31928716028556,-7.31926919177542,-0.999998363085274,0.999995908135723,-0.999999181962636,1.39215771804874,0.301125226378945,2.76784228582349,8.22332294092569,8.13761431938276,8.80661634789232,7.58807213267761,7.09917726746457,7.47575176361715,6.19247286356792,41.318641652234,0.398526116615964,11.3357253116572,3.3668568890966,0.413740041854426,40.920115535618,2.75071487378051,10.8302970812882,2.15549601929493,36.1887993763566,77.3700089928255,63.8112006236434,22.6299524916465,0.196947769674388,-8.13760667900432,8.137591401925,-8.13756848450438,-0.999999061103397,-0.999998122656953,0.999995306420985,1.56202559454792,1.94514145581484,2.59581846577074,9.16224579452557,179,-1.22369,110.09772,"Freshwater Swamp",25,"ON"
"31","RS 29.15",25,117.138038115635,6.58862329024636,49.9341974806144,21.8498135018261,26.7610669716579,18.3194793993475,16.0089129795894,19.2771739130435,20.3424667832121,18.1500787995556,16.8443510376132,24.4825942743008,29.1101287688171,21.1786259334724,19.061510563017,19.4103327414825,20.6001405945844,18.1324538761966,16.6477281405799,14822.66666596,10180.4300721,7448.50000024,5100.50296044,0.282,0.577,0.751,1.104,1.294,1.494,1.909,2.237,2.681,3.144,3.539,4.107,5.952,8.291,15.274,2.9949390981565,4.08776766711684,2.18276666177017,1.5674027133134,2.239,1.97,48.198,0.101,7.74018476700479,2.78211875501474,0.928940009740848,48.097,2.244,15.2734895192012,2.90328463636296,32.6228368359267,57.8645084889814,56.9075092551979,67.3771631640733,42.0560017605494,43.0590901645638,0.0621382442872422,-2.99493743893243,2.99493411896526,-2.99492913978158,-0.999999445990714,-0.999998891473616,0.999997228940165,1.3839390981565,1.0249390981565,1.07731992143232,3.08200665670998,9.01341061985938,10.1429989135768,7.3874502570362,5.05735287680803,9.38526115359211,10.2440937331921,24.9998569190231,0.10025310581224,21.6388572679563,4.65175851350393,0.516093042877093,24.8996038132108,7.00022690401579,2.50797703998947,0.184457079661587,52.1901976679013,40.5737663008597,47.8098023320987,59.426167140013,0.36053848824234,-9.01339925937488,9.01337654148017,-9.01334246316983,-0.999997479541951,0.999993698691979,-0.999998739602024,3.46999223658666,1.23068311333269,2.02857811308198,10.1729228361379,9.87997855108923,10.9357336956029,8.55708549391401,6.89220751731611,10.0817530830221,10.4696772803953,48.5443893803643,0.613875660476125,21.9762966209108,4.68788829014843,0.474483650537036,47.9305137198882,6.50080876367742,3.14874188677278,0.400478720589523,52.0256574544196,44.6196475645804,47.9743425455804,55.3803100796114,0.203524623075918,-9.87996527720008,9.87993872081749,-9.87989889063263,-0.999998656486036,-0.999997312097579,0.999993280688182,3.22223757587667,0.589698729306054,2.22766142549325,11.1553355381485,181,-1.22639,110.09879,"Freshwater Swamp",34,"ON"
"32","RS 32.30",25,132.416912652457,3.85210991646115,44.0382706707414,17.2115620919231,19.245653646346,15.0843932488359,12.8294061819004,17.9534230769231,18.2739354409498,17.6011220652342,17.2143616961787,20.6005831307365,21.9067701279696,19.5618500714666,18.7534883623953,18.7806471831044,18.9743277382777,18.5777199021365,18.3638100457848,13219.33333312,7138.48118952,13219.33333312,7138.48118952,0.182,0.561,0.775,1.228,1.48,1.721,2.089,2.56,2.967,3.742,4.326,5.454,7.577,10.253,15.92,3.56669171816682,4.81515084389847,2.51008190924415,1.68358239857034,2.571,2.647,28.711,0.101,10.4643885001016,3.23487070840576,0.906966725475335,28.61,2.851,8.10974995923352,2.06248918934278,31.9314561900456,47.8257720746291,62.4590182112067,68.0685438099544,52.129576681241,37.5126272666589,0.124227359484756,-3.56668923118104,3.56668425957406,-3.5666768009932,-0.999999302719164,-0.999998606100319,0.999996514922655,1.84369171816682,0.919691718166822,1.10406214151633,3.70085817749945,9.94664083207186,10.6272304734218,9.10138920595926,7.98135665343919,10.1787137802733,8.41928997210721,24.9999531476186,0.100067529823611,14.0023645802043,3.74197335375391,0.376204732525208,24.899885617795,5.81081700557646,2.93021861542236,0.0892143177035809,52.7304517746604,65.684419554419,47.2695482253396,34.3154854024901,0.397866378922368,-9.94662777899222,9.94660167761666,-9.94656252324003,-0.999997375856809,0.999993439409453,-0.999998687689657,2.87119282558315,1.52735085996466,2.88669902056957,11.1569273720407,10.9921897239684,11.6672064001937,10.2345818054531,9.36229441843888,11.181928678713,8.0859446160189,35.6789853360452,1.52577302097166,15.2954712261567,3.91094249844673,0.355792848982486,34.1532123150735,5.20635743510389,3.93670906615563,0.453348514667515,52.3999616025912,75.3627715579115,47.6000383974087,24.6371904248521,0.308085827565937,-10.9921738671532,10.9921421524569,-10.9920945810518,-0.999998557447097,-0.999997114793058,0.999992787040818,2.50116955259148,2.90624510794952,3.07204823043076,12.2964534100775,213,-1.22702,110.09763,"Freshwater Swamp",40,"ON"
"33","SK 10.35",25,259.740867125973,18.8760354862765,116.334468673519,22.5060865322157,30.4186761245524,17.7556889473731,14.9335384568167,22.8140392156863,23.3648446796027,22.1963288859576,21.4990214304697,39.0668354023986,46.7287804217314,34.2576356873869,31.368981544865,25.6723263659821,26.039929068159,25.2707836437583,24.8418017997502,54911.33333567,641770.013897,27539.00000134,323732.67662,0.162,0.423,0.578,0.861,1.03,1.27,1.839,2.429,2.911,3.451,3.816,4.404,6.24,9.218,17.467,3.13866803666521,4.49210153812732,2.09042315297363,1.31081721440476,2.44,0.826,42.561,0.101,10.3277396680944,3.21368008179009,1.02389932425112,42.46,2.78,17.0868487095504,3.08342734379475,35.6778872711,81.6322574083131,57.4160117078704,64.3221127289,18.3205347962802,42.5637630695959,0.0737451666235569,-3.1386664389079,3.13866324883643,-3.13865846101463,-0.999999490944155,-0.999998983622016,0.999997458190152,1.66166803666521,2.31266803666521,0.97673801795286,3.10665781310479,12.6885065276425,13.7019870328134,11.1398291782433,8.79018417362206,13.499219998824,12.9773684821076,24.9999971254598,0.101116725124976,26.7462519978451,5.17167787065717,0.407587595860113,24.8988804003349,7.71759223654097,2.34476856753761,-0.437622737401455,58.7948998535392,55.3536946082245,41.2051001464608,44.6462679289878,0.507540319463503,-12.6884901318112,12.6884573420456,-12.6884081565459,-0.99999741578665,0.999993539399529,-0.999998707820239,4.00219272043178,0.288861954465073,2.63961068149826,14.2788552406928,13.4687491084707,14.419550092712,12.1781535938518,10.4368473410448,13.9702563989606,4.83951664963558,48.9553795873957,0.602116029765028,26.516223571015,5.14939060190767,0.382321369299925,48.3532635576307,7.49939469622874,2.74769235883586,-0.204889916053838,55.6035807681782,93.5498866657014,44.3964192318218,6.45008523720782,0.275122963441151,-13.4687308944295,13.4686944723994,-13.4686398364421,-0.999998647681301,-0.999997295808315,0.999993239304572,3.80513166896784,8.62923245883515,2.83519998544763,15.1184776151659,135,-1.22219,110.10448,"Alluvial Bench",55,"ON"
"34","SK 2.13",25,244.461992589151,6.07205851161444,73.9092915024107,16.1618109332708,17.783504926755,14.5634027092401,12.8537994573076,23.2805833333333,24.3849209605034,22.1922662920626,21.150295746622,23.1242081804769,24.0312525422454,22.3904968032832,21.803813541514,25.158091690476,26.0969709112573,24.2659215356447,23.4574233933784,32107.00000009,146404.7432347,16113.66666596,72704.0870066,0.16,0.527,0.747,1.252,1.528,1.797,2.245,2.622,3.122,3.665,4.094,4.673,6.7,9.818,18.101,3.51001630624196,4.91102384653403,2.48065999494145,1.63342184455901,2.629,2.625,45.186,0.101,11.7979411971089,3.43481312404458,0.978574691501107,45.085,2.559,21.8608491345662,3.41993574135089,33.1562319550132,50.1486426843516,66.8047731073734,66.8437680449868,49.8095840454307,33.1763531311393,0.0776792879706537,-3.51001474774118,3.5100116322631,-3.5100069582904,-0.999999555984748,-0.999999112403135,0.999997780792576,1.56498369375804,0.885016306241957,1.02196321451438,3.54152425127363,12.53029597948,13.594351460113,10.8163133001661,7.52623592737541,12.8080866512323,12.8237292021052,24.9999931337376,0.100103109966682,27.7980753384838,5.272388010995,0.420771226763457,24.8998900237709,6.86088809395376,2.46435939725692,-0.299549144666229,52.6275428547409,49.8690101228076,47.3724571452591,50.1309482967044,0.501211976837317,-12.5302829557498,12.5302569068224,-12.5302178342275,-0.999997921122173,0.999994802868978,-0.999998960620707,3.57118140022735,0.293433222625204,2.54738761067852,14.1155508882708,13.4569023549366,14.4542224572027,12.0627851045653,9.91052227153652,13.4863217558097,11.1427203396623,51.4251583126511,0.277282599751594,27.8363269042289,5.27601430098791,0.392067517607603,51.1478757128995,6.76415700911302,3.22904663266439,-0.0561627027284764,50.2468482368134,69.6462362325114,49.7531517631866,30.353737307178,0.261679356884471,-13.4568875804407,13.4568580223782,-13.4568136898958,-0.999998902087904,-0.999997803499335,0.999994509091013,3.38465087726038,2.31418201527426,2.75663207453884,15.1212284061689,147,-1.21929,110.10307,"Alluvial Bench",57,"ON"
"35","SP 24",25,162.974661726101,5.50656541029882,52.1080270101036,17.550753191,20.7412734102705,15.0785269233953,13.0447448722251,19.178,19.4935610058168,18.8220541452135,18.4228553640453,22.8115499258901,25.5577741300507,20.809658524587,19.4469581664737,19.3673394613458,19.7284721824194,18.9710187376609,18.5406272892807,26104.16666357,8419.64423316,13027.6666673,4216.42332722,0.182,0.468,0.602,0.889,1.114,1.381,1.806,2.236,2.742,3.389,3.709,4.105,5.551,7.454,12.653,2.84987334892512,3.81993725847752,2.02997942147932,1.35420002217256,2.244,0.571,47.891,0.101,6.47014278322967,2.54364753518047,0.892547570978846,47.79,2.588,16.4209729853843,2.79454164603016,38.2027842877526,91.6234983494792,55.470796744682,61.7972157122474,8.32841635145559,44.5038520899038,0.0595074930347063,-2.84987251543254,2.84987085060774,-2.84986835229231,-0.999999707533464,-0.999999415824817,0.9999985391837,1.39512665107488,2.27887334892512,1.1223956833638,2.97264930945348,14.8978062637234,15.984566168697,13.3701823090402,11.058781942942,15.5346326966757,15.4552971007589,24.9999993800425,0.100075224831122,33.5617253201524,5.79324825293655,0.388865860542386,24.8999241552114,9.67821823043024,2.16788143063035,-0.312103657023922,54.5377256298935,50.5202981841736,45.4622743701065,49.4796628085779,0.595912265326548,-14.8977891982959,14.8977550702383,-14.897703876844,-0.999997709186435,0.999994272878292,-0.999998854500643,4.84195939509395,0.557490837035438,2.78197251792747,16.7346979923069,15.4396017016547,16.434666904448,14.105591113865,12.2722148437136,15.9114781081151,14.7910995511431,53.6237113529046,0.161434109236553,31.716976679138,5.63178272655631,0.364762176860608,53.462277243668,8.97321865456203,2.26262655337463,-0.291700003976115,52.9651023069702,57.7811818891331,47.0348976930298,42.2187897419589,0.287924899491658,-15.4395836405939,15.4395475187715,-15.4394933359861,-0.999998830211997,-0.999997660440646,0.999994151098251,4.56294494712646,0.64850215051163,2.98795260772507,17.2930355891328,218,-1.22446,110.10305,"Alluvial Bench",18,"ON"
"36","SP 24 W 55",25,224.090159873389,9.79874621936895,118.276452073891,18.8279111887045,23.5954856759154,15.6063033082792,13.5597492582899,20.5514545454545,21.6652231635696,19.5109744154167,18.5478156451628,29.1220133070844,33.4575135802059,25.8542466945486,23.578660879495,23.96789845171,24.9881275239178,23.0676647506299,22.2764408730821,30282.83332924,251012.450137,30282.83332924,251012.450137,0.122,0.339,0.506,0.732,0.876,1.108,1.685,2.222,2.785,3.594,4.105,4.659,6.211,8.359,14.003,2.99897365368144,4.17742271881569,1.95409995043021,1.17089703836007,2.245,1.807,49.989,0.101,8.45701796339518,2.90809524661679,0.969696830462953,49.888,3.228,15.9174923628015,2.63315922367432,37.1655785423538,57.6047122186286,53.9832201327146,62.8344214576462,42.3413399952734,46.003016126285,0.0599926714613503,-2.99897239769934,2.99896988878622,-2.9989661238951,-0.999999581196022,-0.999999163409064,0.999997908015344,1.81602634631856,1.19197365368144,1.03139049662315,3.03689918867223,8.0388550154109,8.79759783361956,7.09869845859965,5.93403095461712,7.97015889319969,10.2622492993617,24.9999472536254,0.100800598460524,12.7745382379649,3.57414860322915,0.444609163416596,24.8991466551648,5.33750491153085,3.0047782654045,0.295164203066819,49.3754496282031,27.9019252260673,50.6245503717969,72.0980053039466,0.321554879050601,-8.03884899488327,8.03883694656749,-8.03881887774529,-0.999998501238699,0.999996253550974,-0.9999992510715,2.67871239087351,2.22339428395081,2.39532990173091,9.06858968801852,8.98214508508492,9.73902398671371,8.10100985059329,7.00492645241204,8.90572234305842,10.4945258391339,55.0208398006033,0.883216462850416,14.1696584994987,3.76426068431753,0.419082596491141,54.1376233377529,4.8550482714193,5.36705689564812,0.689356432779155,49.2538554431189,32.7161865805783,50.7461445568811,67.2837786844286,0.163249872550772,-8.98213762950264,8.98212271581656,-8.98210034657796,-0.999999169955261,-0.999998339628417,0.999995849214717,2.42947163133393,1.51238075404903,2.55887957699953,10.1172622741847,337,-1.22447,110.10254,"Alluvial Bench",18,"OFF"
