"","location","radius","N.tls","G.tls","V.tls","d.tls","dg.tls","dgeom.tls","dharm.tls","h.tls","hg.tls","hgeom.tls","hharm.tls","d.0.tls","dg.0.tls","dgeom.0.tls","dharm.0.tls","h.0.tls","hg.0.tls","hgeom.0.tls","hharm.0.tls","n.pts","n.pts.est","n.pts.red","n.pts.red.est","P01","P05","P10","P20","P25","P30","P40","P50","P60","P70","P75","P80","P90","P95","P99","mean.z","mean.q.z","mean.g.z","mean.h.z","median.z","mode.z","max.z","min.z","var.z","sd.z","CV.z","D.z","ID.z","kurtosis.z","skewness.z","p.a.mean.z","p.a.mode.z","p.a.2m.z","p.b.mean.z","p.b.mode.z","p.b.2m.z","CRR.z","L2.z","L3.z","L4.z","L.CV.z","L.skewness.z","L.kurtosis.z","median.a.d.z","mode.a.d.z","weibull_c.z","weibull_b.z","mean.rho","mean.q.rho","mean.g.rho","mean.h.rho","median.rho","mode.rho","max.rho","min.rho","var.rho","sd.rho","CV.rho","D.rho","ID.rho","kurtosis.rho","skewness.rho","p.a.mean.rho","p.a.mode.rho","p.b.mean.rho","p.b.mode.rho","CRR.rho","L2.rho","L3.rho","L4.rho","L.skewness.rho","L.kurtosis.rho","L.CV.rho","median.a.d.rho","mode.a.d.rho","weibull_c.rho","weibull_b.rho","mean.r","mean.q.r","mean.g.r","mean.h.r","median.r","mode.r","max.r","min.r","var.r","sd.r","CV.r","D.r","ID.r","kurtosis.r","skewness.r","p.a.mean.r","p.a.mode.r","p.b.mean.r","p.b.mode.r","CRR.r","L2.r","L3.r","L4.r","L.CV.r","L.skewness.r","L.kurtosis.r","median.a.d.r","mode.a.d.r","weibull_c.r","weibull_b.r","locationID","latitude","longitude","habitat","altitude","on.off.trail"
"11","DS 12",25,193.532410799745,17.336077779745,168.91150921226,22.5544275541053,33.7717549570342,17.1553475388392,14.0221430911716,17.4757631578947,18.0683039245671,16.8225334624386,16.1258036585124,33.7578531265631,46.206330539451,27.8160470189445,25.1673209682613,20.6552950397337,20.927846226722,20.3536319456631,20.0250848970682,12091.33333251,63785.3671533,6002.3333334,31503.7484119,0.25,0.572,0.743,1.119,1.353,1.605,2.104,2.553,2.955,3.469,3.78,4.216,5.989,7.953,15.078,3.10973267606083,4.13746848799639,2.29573261548037,1.61641054550953,2.561,3.231,44.658,0.101,7.44820874630337,2.72914066077646,0.877612626251053,44.557,2.42,16.4544303580799,2.93818115602481,36.9553491122793,34.3144742216649,62.3304412634526,63.0446508877207,65.634604335925,37.6480994809802,0.0696343919580104,-3.10973051624934,3.10972620181801,-3.10971972758738,-0.999999305467152,-0.999998612602826,0.999996530676244,1.36926732393917,0.121267323939171,1.14212065012835,3.2609486594522,12.2448365764671,13.2493628495629,10.5501412752209,7.4317949111116,13.8409755731244,14.6648784281638,24.9993250452952,0.10005393907788,25.6095951075786,5.06059236726083,0.413283781752271,24.8992711062173,7.67480999539844,2.38821987710027,-0.568518704631857,57.1426546762884,41.787086134263,42.8573453237116,58.2128214353469,0.489806686951794,-12.2448114040935,12.244761106766,-12.2446856372998,-0.999995892355881,0.999989728972576,-0.999997944245855,3.8425179407003,2.42004185169678,2.59900127797811,13.7861207342569,13.0110116544684,13.880355233514,11.7384292533272,9.78002241658873,14.3064362037939,14.8220870787189,50.215267828823,0.501275656625175,23.3778389365126,4.8350634883642,0.371613185566833,49.7139921721978,7.08583310787575,2.65483234147357,-0.419199818687398,57.9929372398421,43.9567200860404,42.0070627601579,56.0432259962321,0.259104694986815,-13.0109839683832,13.0109286274518,-13.0108456007038,-0.999997872103571,-0.999995746599068,0.999989365317821,3.52480715888115,1.81107542425047,2.92654961808927,14.5858816710187,11,-1.20697,110.10837,"Alluvial Bench",45,"ON"
"12","GB 8.30",25,122.230996294576,4.70448799487752,44.7732262676618,19.5318596862083,22.137091787309,17.2318102167654,15.4555401032978,17.228875,18.0356986614972,16.2581683789899,15.1612701210069,22.047837716059,24.3246856310324,19.9930055271524,18.3724858681769,17.0962778802168,17.9219257884418,16.1112664090166,15.0061505283176,11025.00000005,4540.97626623,11025.00000005,4540.97626623,-0.16,-0.067,0.012,0.137,0.225,0.322,0.63,1.115,1.809,2.467,2.781,3.129,4.437,5.952,10.182,2.24542943618905,3.206905173579,1.32988749834124,0.685911877493503,1.731,0.101,38.881,0.101,5.24228762933498,2.28960425168521,1.01967321474645,38.78,2.512,16.0729235549647,2.65902134117214,40.3633443094612,99.9186127874577,45.0500029977708,59.6366556905388,0,54.9299454478171,0.0577513293430995,-2.24542885366536,2.24542768886515,-2.24542594154244,-0.999999740573594,-0.999999481257126,0.999998703088314,1.42642943618905,2.14442943618905,0.980755932551948,2.22660367182449,17.3864033474242,17.9281846477916,16.7290402511522,15.8863653527597,17.9710280198171,19.8539900520991,24.9999908202553,0.158800520937434,19.1327840991063,4.37410380525044,0.251581866464548,24.8411902993179,6.77113991023827,2.44822478906384,-0.518849944442076,54.046887308634,35.4883459170271,45.953112691366,64.5116178561356,0.695456389261451,-17.3863813127254,17.3863372624521,-17.3862711776047,-0.999997466392084,0.999993665437406,-0.999998732647672,3.41867927804731,2.46758670467491,4.51080143838898,19.049412014546,17.6980145232188,18.2127440425005,17.0887720513909,16.3603778158442,18.1985570600323,14.6714922537092,45.8911098880823,0.557610129795002,18.4843281632004,4.29934043350842,0.2429278396098,45.3334997582873,6.7028143095084,2.49341720575855,-0.470036375598584,54.2874624893742,74.9398860919557,45.7125375106258,25.060092171942,0.385652353285422,-17.6979917689151,17.6979462705876,-17.697878018087,-0.999998714301896,-0.99999742918134,0.9999935726703,3.37126434914762,3.02652226950961,4.6877215360611,19.3475460749842,161,-1.21013,110.10319,"Freshwater Swamp",33,"ON"
"13","GP 24.31",25,229.183118052329,10.3491965548416,113.623227716718,19.6602368421111,23.9782268768537,16.0769440763114,13.435626609469,20.62,21.8171145805815,19.3027895983939,17.9482723116179,31.5530147450741,34.3578641308198,29.18480232412,27.3714420256622,24.5748748938359,25.5015109396695,23.4851437410368,22.2199258847576,57879.66666601,298904.041457,28946.33333308,148164.7229963,0.275,0.556,0.711,1.016,1.22,1.473,1.943,2.459,3.145,3.952,4.424,4.89,6.722,8.12,12.664,3.240568730931,4.3074086117032,2.31350547932097,1.5690618139473,2.464,1.048,41.57,0.101,8.05248380482705,2.83768987114995,0.875676495938632,41.469,3.202,18.5959565103416,2.78750782261781,38.9559491140786,79.0455969675513,58.8938777724675,61.0440508859214,20.90381844841,41.0849733236988,0.0779545039916045,-3.24056661372475,3.24056238078911,-3.24055603065814,-0.999999346655965,-0.999998693766819,0.999996734192546,1.724431269069,2.192568730931,1.14477282302858,3.40048111625424,7.95765543798514,8.63339078319975,7.05457889845815,5.51186931115283,7.75111678847797,6.28254650761337,24.9993437252786,0.10000327257145,11.2111571205927,3.34830660492624,0.420765466791061,24.8993404527071,4.28546706682756,4.11989615970003,0.424001973078128,47.3526444941835,69.9027945235397,52.6473555058165,30.0971570966149,0.31831457359173,-7.95764624412883,7.95762782923341,-7.95760022053157,-0.999997685886648,0.999994216430857,-0.999998844652627,2.17470951187403,1.67510893037176,2.54742659023851,8.96440466245124,8.99083222103755,9.64827473508157,8.27554924008291,7.31695358898155,8.55955336103029,6.6052556455163,45.8020988228992,0.442659271477509,12.2541421836998,3.50059169051459,0.389351241848735,45.3594395514217,4.15058357599426,7.26631420996605,1.11611676997425,46.1232020408001,76.3073046309534,53.8767979591999,23.6926608120142,0.196297384881902,-8.99082059453988,8.99079734677686,-8.99076247258872,-0.999998706849668,-0.999997414277954,0.999993535411973,2.06706683430858,2.38557657552125,2.77809665361368,10.0999214679969,222,-1.21815,110.11421,"Lowland Granite",186,"ON"
"14","GP 30.24",25,213.904243515507,15.7670063357615,71.2249082911234,22.7438348644286,30.6351478189769,16.772523887991,12.8628416472063,28.2570952380952,29.9126683180348,26.2904065298444,24.0917963479184,37.8546901367598,43.9120606236631,33.3881367342709,30.2241349125756,31.6600866467875,32.8682940514275,30.2691246213313,28.7559434622238,40300.33333369,650444.188244,20060.33333378,327567.468312,0.189,0.527,0.715,1.093,1.33,1.583,2.033,2.38,2.942,3.492,3.858,4.206,5.539,6.967,12.5,2.99630925751421,4.12057631321349,2.21189851400454,1.5243165688226,2.389,2.324,43.483,0.101,8.00128049825486,2.82865347793873,0.94404590275352,43.382,2.519,53.4340298311778,5.30585499309536,39.2474114750672,51.7964096566268,61.055510511645,60.7525885249328,48.1573791937994,38.9163904479385,0.0689076019942094,-2.99630746964861,2.99630388997191,-2.99629852244244,-0.999999403310724,-0.99999880530395,0.999997013922552,1.33230925751421,0.672309257514206,1.05976601544543,3.06542593413654,11.758998092061,12.5394947340617,10.7082617251739,9.35128901778625,13.0708219775346,15.1793341358638,24.999931770701,0.100250610970667,18.9648932697981,4.35487006348044,0.370343632117823,24.8996811597303,6.8877069935505,2.2877946349484,-0.405473081760043,60.7330113246426,19.5321215472872,39.2669886753574,80.4677824860447,0.47036120737906,-11.7589794695591,11.7589422472054,-11.7588864024832,-0.999996834559165,0.999992085446177,-0.999998416318998,3.21877819076454,3.4203360438028,2.93773158943186,13.1802035230057,12.442360892005,13.1991695700365,11.5268474452335,10.4292478538669,13.5598646908073,14.9636728309764,48.7335122000867,0.355142453812549,19.4057340132187,4.40519398133824,0.354048079747379,48.3783697462742,6.36529486125589,5.40628941446506,0.242500858253921,60.6438966766551,27.8277746346917,39.3561033233449,72.1721741830853,0.255314265898176,-12.4423401936157,12.4422987917484,-12.442236691652,-0.999998336458051,-0.999996672501587,0.999991681471329,2.87451964254916,2.52131193897148,3.08897145244989,13.9151778778795,150,-1.21605,110.11442,"Lowland Granite",226,"ON"
"15","GP 56.25",25,178.253536262923,4.06626759966264,40.0730558725193,15.101956103,17.0425258013649,13.1909262476795,11.3737905184824,15.3308285714286,15.7481666370588,14.9298595378614,14.5480788126947,20.4161051037175,21.5625931816133,19.3426868712252,18.4077995146931,16.5648212265779,17.0009252405281,16.1432097110771,15.7404496569075,71079.00000723,239552.22432,35431.33333544,120179.5925435,0.381,0.693,0.862,1.258,1.469,1.646,1.923,2.313,2.999,3.604,3.969,4.492,6.102,7.977,11.972,3.09387486719685,3.95291575211509,2.36212087232738,1.76209752915004,2.316,1.954,39.038,0.101,6.05348162308181,2.46038241399215,0.795243026820064,38.937,2.5,12.9391640106881,2.28675377098729,38.7549299881351,58.7306101843823,56.8937990178878,61.2450700118649,41.2126855779959,43.0760866928604,0.0792529040216417,-3.09387331925176,3.09387022630134,-3.09386558541126,-0.999999499674305,-0.999999000298299,0.999997500272409,1.43187486719685,1.13987486719685,1.26622738967242,3.33139524656858,18.5919287048003,18.9504845585322,18.1891134247146,17.7141979479645,19.0950411269325,13.9398260539093,24.9999995693528,0.439685648219466,13.4610528696368,3.66893075290837,0.197339975381956,24.5603139211333,5.86463710184413,2.62458911423868,-0.346929671309994,54.7669241040289,86.9255470952858,45.2330758959711,13.0743850102314,0.743677161002512,-18.5918866662094,18.591802595645,-18.5916764869094,-0.999995478104733,0.999988695106434,-0.99999773887951,2.91862322142365,4.65210265089104,5.88236509124069,20.0625168632727,19.0152653393209,19.3583679050298,18.6409626111794,18.2251084062731,19.3973166061659,14.0571546414788,42.7466647998092,0.732502293136406,13.1660928343478,3.62851110434402,0.190820955668747,42.0141625066727,5.74816333004954,2.64192486147907,-0.228987019830737,55.1294559534851,89.1805574149386,44.8705440465149,10.8193993794815,0.44483623291719,-19.015221439588,19.0151336002877,-19.0150018617023,-0.999997691342607,-0.999995380579678,0.999988452520186,2.87750475579379,4.95811069784216,6.10077075704836,20.4779520341776,210,-1.21087,110.12183,"Upland Granite",383,"ON"
"16","GP 56.25 N 42",25,178.253536262923,8.67913587007857,133.854704086951,20.392311188,24.8985597261003,16.6773887392578,13.7286967870097,19.896,20.560186543067,18.9910386850832,17.74236156168,28.703170325922,32.1843810339418,26.1220749156708,24.3896633214091,21.317446420802,21.8034986903268,20.579646141769,19.3681445671872,34008.16666985,311081.617523,16922.00000046,154375.013429,0.255,0.589,0.818,1.255,1.503,1.75,2.215,2.631,3.184,3.8,4.265,4.843,6.671,9.116,16.794,3.44390044838154,4.63248108308111,2.49980495085138,1.71521899585995,2.635,2.57,44.12,0.101,9.59943148181489,3.09829493137998,0.8996470652443,44.019,2.758,15.1715129138056,2.82056557310954,35.6827423961246,51.6674167852859,64.6761881208046,64.3172576038754,48.2854474944851,35.3045467789929,0.0780575804256922,-3.44389746321052,3.4438914953437,-3.44388254232642,-0.999999133200547,-0.999998267118321,0.999995667442408,1.61890044838154,0.873900448381541,1.11326981120208,3.58303248724529,8.65635208833554,9.6159328806763,7.34428665926619,5.62959499579416,8.93169610335847,6.71873818470775,24.9995700159553,0.100035972779794,17.5337351406724,4.18733031186607,0.483729204766118,24.8995340431755,6.67155963345019,2.53256990304573,0.105266368591363,51.6013224174371,64.2840116398973,48.3986775825629,35.7159055350803,0.346260038985105,-8.65633818877811,8.65631043906933,-8.65626878990819,-0.999996794290128,0.999991982883708,-0.999998394293891,3.30472478291897,1.93761390362779,2.18023543112722,9.77448507736764,9.77714943529351,10.6736144838933,8.72708031817848,7.49886865257993,9.97744772830957,7.56537999799415,49.0774601106073,0.631165979002355,18.3333965891797,4.28175157957345,0.437934554228782,48.4462941316049,6.30214286781764,3.85976060204308,0.509307273529885,52.1409357206597,64.6965713588091,47.8590642793403,35.3033789461775,0.199218733268968,-9.77713218026194,9.77709767853001,-9.77704592191346,-0.99999823516745,-0.999996471180782,0.99999117754093,3.11215188754077,2.21176943729935,2.4361403665249,11.0259143351117,304,-1.21046,110.12175,"Upland Granite",385,"OFF"
"17","GP 60.34",25,213.904243515507,7.43801265418302,92.2676824892553,17.5221693254762,21.0413604233014,14.5715668570849,12.154224814334,17.1665238095238,18.0019380649762,16.3571478968946,15.5932836243446,26.6031785643506,28.9998666420478,24.9840618410812,23.9025562180122,19.0411624712425,19.7421640251852,18.42427999412,17.8852905519022,48484.50000054,188490.920405,24137.33333303,94324.0503008,0.146,0.413,0.6,0.949,1.112,1.286,1.648,2.07,2.506,3.233,3.611,3.975,5.411,7.254,11.537,2.71278395294461,3.61019069891086,1.9450681134096,1.30621969842241,2.076,2.101,34.898,0.101,5.67428070775488,2.38207487450644,0.87809236408996,34.797,2.496,14.1737034100316,2.53834256158708,37.0597369276186,48.955860700983,51.9120643465688,62.9402630723814,50.9771486696607,48.0690313614371,0.0777346539327358,-2.71278176906369,2.71277739845593,-2.71277084398072,-0.999999194966884,-0.999998388883392,0.999995972737984,1.36878395294461,0.611783952944613,1.14150715208531,2.84424334501238,16.8487206080354,17.443028388342,16.1590264485306,15.3364357114084,17.236226103062,13.9371679380936,24.9999966140163,0.113349257717022,20.3798553860187,4.51440531919972,0.267937573672314,24.8866473562992,7.62224931130952,2.09387064381612,-0.276570382360408,53.8849590212954,67.7840803845213,46.1150409787046,32.2158031836691,0.673948915600617,-16.8486598097078,16.8485380789268,-16.8483555508088,-0.999992775046657,0.999981941655751,-0.999996391516661,3.79277124015417,2.91155266994173,4.20839379599978,18.5345877591241,17.2452606469788,17.8127122089537,16.6046106828464,15.8897520122388,17.7763181799037,14.0922907897519,39.3007541141862,0.489275806805323,19.8937035624644,4.460235819154,0.258635454137679,38.8114783073809,7.68334940220379,2.09569663577534,-0.21925476613491,52.5585360922733,69.4928442068295,47.4414639077267,30.5070817002008,0.438802283459335,-17.2451971479635,17.2450700923919,-17.2448795388582,-0.999996317886022,-0.999992632408287,0.999981582750108,3.8262800643189,3.15296985722691,4.37554960172867,18.9281610794855,138,-1.21043,110.12347,"Upland Granite",439,"ON"
"18","GP 66.01",25,81.4873308630504,1.92504341421021,10.7047963591244,15.94257830625,17.3432417232288,14.3704264202347,12.7246730117225,16.3164375,17.1773414688508,15.4856376057313,14.7273408345658,15.94257830625,17.3432417232288,14.3704264202347,12.7246730117225,16.3164375,17.1773414688508,15.4856376057313,14.7273408345658,8723.33333313,43899.3820641,4355.00000074,21979.4711955,0.236,0.526,0.681,0.968,1.138,1.334,1.708,2.077,2.617,3.317,3.736,4.255,5.816,7.819,12.067,2.87183395495597,3.85336148880244,2.05958129285942,1.43264635678451,2.083,1.914,33.779,0.101,6.60096501174999,2.56923432402535,0.894631919645485,33.678,2.597,14.437280123965,2.56396640674133,36.5479671023195,54.3724161415858,51.8214814529744,63.4520328976805,45.5827240918327,48.1526289417021,0.0850183236613273,-2.87183209068742,2.87182836814003,-2.87182278133335,-0.99999935084389,-0.999998703772619,0.999996758391937,1.49483395495597,0.957833954955974,1.11969140338655,2.99329637414728,12.3913763134705,12.7978242271495,11.9412340826843,11.428949254695,12.4237634128723,14.5963672907654,24.9997937530037,0.102555281799625,10.2380988029536,3.1997029241718,0.258220139815579,24.8972384712041,5.46680605590173,2.44280590845718,-0.0347369382608283,50.2130838912621,29.8964221420655,49.7869161087379,70.1034767874032,0.495659141667184,-12.3913527771551,12.3913056918521,-12.3912350704312,-0.999996200148296,0.999990500898007,-0.999998100589085,2.75653589474402,2.20499097729489,4.38332100989801,13.5992062805902,12.9654968967374,13.3653544551725,12.5419249973504,12.092533922325,13.3708101172227,11.5329394830514,40.4990951001738,0.964783874308126,10.5285907516541,3.24477899889254,0.25026260271668,39.5343112258657,5.11107869448954,3.42633787683033,0.224563719029036,51.9140698342949,64.5437501287677,48.0859301657051,35.456210997951,0.320142878863527,-12.9654711273234,12.9654196164739,-12.9653423364373,-0.999998012462291,-0.999996027074603,0.999990066625049,2.50984840267757,1.43255741368604,4.53698586254074,14.2008725008009,13,-1.21087,110.12574,"Upland Granite",552,"ON"
"19","HB 15.38",25,315.76340709432,16.3932917149415,134.914306549478,21.0484944479516,25.7103058561228,17.6118021469344,15.2630029078947,19.8365322580645,20.3017228694449,19.3522816496779,18.8531503301729,37.9280254007776,41.2853339613069,35.0740474883484,32.8408850780268,22.4348430776909,22.7018651244165,22.1656801419239,21.8948308750651,92771.00000161,110906.5879381,46417.99999586,55488.4340658,0.068,0.334,0.599,0.953,1.16,1.392,1.828,2.37,2.91,3.656,4.124,4.641,6.793,9.254,15.211,3.22040497895526,4.41513332698424,2.18416006990728,1.32895490748449,2.41,1.563,30.693,0.101,9.12239455876254,3.02033020690827,0.937872791355607,30.592,2.943,10.9474723908781,2.35902766124736,35.3902206901024,66.9063097733048,57.2932718732493,64.6097793098976,33.045158032855,42.6877091180473,0.104923108818143,-3.22040322390665,3.22039971093558,-3.22039444292295,-0.999999455022387,-0.999998909151797,0.999997273327878,1.70459502104474,1.65740497895526,1.06686645440507,3.30263863897483,10.1299338044337,11.0180080136241,8.79725444241057,6.61313083003971,10.3003550753663,8.94006410274153,24.9999419692795,0.100670557388545,18.7809427193951,4.33369850351811,0.427811137484563,24.899271411891,5.76075895818304,2.69106743344839,-0.127764259270734,51.9010133165973,65.043256239894,48.0989866834027,34.956684410008,0.405198292735302,-10.1299218021905,10.1298977843719,-10.129861764376,-0.999997629022308,0.999994073220337,-0.999998815170624,2.93424237262355,1.18986970169217,2.50060168027596,11.4169807322784,11.0340576341427,11.8697052568011,9.9703727311755,8.51594699048462,11.0728282405008,9.26322051704086,36.2629114646843,0.266234642045174,19.1394760424125,4.37486868859083,0.39648775034976,35.9966768226391,5.97207657613621,3.19942511372611,0.173672509337585,50.300503035245,68.0443425085528,49.699496964755,31.9556251186665,0.304279419066738,-11.0340436287384,11.0340155962201,-11.0339735583809,-0.999998730711336,-0.999997459451923,0.999993649621129,2.9799216697141,1.77083711710183,2.72231102611562,12.4042798146434,155,-1.22905,110.11547,"Lowland Granite",386,"ON"
"20","HB 2.25",25,168.067619905041,4.62593477702919,82.9711707627501,16.6373413944242,18.7202992583023,14.6426203601411,12.8699291349263,25.9824242424242,26.8901528884392,25.0015129305507,23.9452773843448,22.1843015086543,23.3318704835768,21.2102050770743,20.3995970256132,27.2389873409424,28.225716730256,26.0619903779209,24.6614003915314,30235.50000366,154051.973691,15129.333333,76139.8158043,0.26,0.561,0.737,1.135,1.373,1.577,1.926,2.244,2.736,3.37,3.763,4.189,5.801,8.082,17.002,3.07688605379169,4.33933532841322,2.21872990451647,1.56677643814511,2.248,2.061,41.346,0.101,9.36260366221625,3.0598371953776,0.994459054343893,41.245,2.387,26.4981104371919,3.88966533255702,34.5548130666998,55.5951348614123,57.6643245464013,65.4451869333002,44.3567679122517,42.2994334196421,0.0744179861121195,-3.07688484943541,3.0768824415263,-3.07687882926555,-0.999999608579499,-0.999999217419816,0.999998043420485,1.39211394620831,1.01588605379169,1.00557438271215,3.08407520247186,8.55506082929879,9.56726994975318,7.2439495322165,5.71877137265183,8.82621247189554,4.15462673799363,24.999788461342,0.100006476039885,18.343589199501,4.28294165259125,0.50063251893234,24.8997819853021,7.44246889877332,2.07220706318895,0.104991336185391,51.4423320562185,79.4171655694945,48.5576679437815,20.5827732818666,0.342205328758192,-8.55505448946678,8.5550418019296,-8.5550227745827,-0.999998516954253,0.999996292848384,-0.999999258937822,3.71516829076238,4.40043409130516,2.09839349235079,9.65911518878013,9.51652267801323,10.5053550812843,8.37566181421011,7.13190937748034,9.67246170360718,6.59083985195026,43.3619987345399,0.164900471952009,19.7982822593738,4.44952607132196,0.467557974889509,43.1970982625879,6.90578491148878,4.31335794330698,0.589614183248385,51.4666348184172,68.3988267104899,48.5333651815828,31.6011465369806,0.219466882425622,-9.51651497291611,9.51649955329745,-9.51647642861237,-0.99999919034532,-0.999998379699007,0.999995949745904,3.48588548391405,2.92568282606297,2.26451963233022,10.74370875489,156,-1.23304,110.11118,"Lowland Granite",282,"ON"
"21","HB 2.25 E 46",25,193.532410799745,9.99254176571518,138.543437460187,21.5695268732895,25.639892034365,17.7042542123166,14.5786794767167,25.6436578947368,26.8854445002065,24.3382486029373,23.0153319492884,32.5183561130202,34.5016842245651,30.9751445573505,29.7728259713036,28.5053385352168,29.3566142987418,27.5882670773202,26.6376880680994,27547.66666546,43762.823634,13813.66666664,23107.8036305,0.226,0.551,0.743,1.101,1.331,1.615,2.031,2.428,2.831,3.304,3.601,3.91,5.359,7.632,16.115,3.01935382888401,4.21287460559265,2.20446713332169,1.53559778918105,2.434,2.582,45.384,0.101,8.63181566691417,2.93799517816387,0.973054284018708,45.283,2.263,30.5406465684907,4.16470785731096,36.5235803602524,45.8059991268248,60.9468645104129,63.4764196397476,54.1493895251736,39.0250208144745,0.0665290373013399,-3.01935120568303,3.01934596125553,-3.01933809365047,-0.999999131204515,-0.99999826306145,0.999995657334417,1.22635382888401,0.43735382888401,1.02780178109882,3.05335737937547,12.9729831899315,13.4729077125913,12.4139448564561,11.7747374260628,12.9976706443174,8.20210146874863,24.9999662357664,0.113089035056476,13.2209505627753,3.63606250809517,0.280279597596115,24.8868772007099,5.49895208458357,2.2826284454771,-0.0174197891048063,50.2668846518445,90.0936099385288,49.7331153481555,9.9062832292669,0.518920028434744,-12.9729531612036,12.9728931591852,-12.9728031287496,-0.999995374837356,0.999988434980675,-0.999997685287377,2.7485536813941,4.77088172118288,4.00418252992524,14.3117571575913,13.6034044144411,14.1162160182695,13.0823508912019,12.5566678637043,13.3955695898251,9.17599223613721,47.8265286117176,1.01107442814562,14.2149442771235,3.77027111453852,0.277156438173378,46.815454183572,5.54262087378247,4.51582832091049,0.578146906341414,47.9026434560645,84.6203468343125,52.0973565439355,15.3795997495853,0.284432192954692,-13.6033713543026,13.6033052400018,-13.6032060659273,-0.99999756971582,-0.999995139859147,0.999987849455032,2.78658233216816,4.42741217830394,4.0540921747575,14.9966455652467,317,-1.23307,110.11159,"Lowland Granite",281,"OFF"
"22","KP 33.32",25,218.997201694448,4.59637978730827,35.9501066794724,14.2519804945349,16.3472133094004,12.3503804565816,10.7767437834974,17.3476279069767,17.9976206993372,16.5286825315764,15.5144560050415,21.19010746659,22.3832584048929,20.0643002177022,19.064543590786,19.1704207275902,19.6853509065577,18.4833654906078,17.566199909652,19880.33333403,84528.289091,9915.49999988,41061.5915246,0.161,0.401,0.571,0.888,1.062,1.273,1.684,2.026,2.412,2.959,3.295,3.741,5.775,7.686,13.669,2.74221814610367,3.80824239556796,1.90662668910653,1.26450477538278,2.033,2.014,37.436,0.101,6.98295019548263,2.6425272364694,0.963645886533164,37.335,2.229,14.7458809714716,2.82239501059625,34.0111737921741,50.7200346265158,51.3630790635822,65.9888262078259,49.2193748837726,48.6008161711032,0.0732508319826818,-2.74221675448032,2.74221397371948,-2.74220980134108,-0.999999492519093,-0.999998985944185,0.999997464409319,1.34621814610367,0.728218146103675,1.03795744570887,2.78373490786122,7.3520749453569,7.79987843055214,6.73890242259761,5.62569819522139,7.45122847230584,5.49835830716772,24.995908979321,0.10004863317411,6.78509793045057,2.60482205350972,0.354297538160265,24.8958603461469,3.04483173603451,5.0341479167577,0.254440456332227,51.6122232310454,79.9848804643122,48.3877767689546,20.0150485797127,0.29413112967563,-7.35206861683962,7.35205596959729,-7.3520369938618,-0.999998279770906,0.999995698764597,-0.999999139220244,1.52264404929286,1.85371663818918,3.08651975200445,8.22264998198302,8.18772886989229,8.67990862133892,7.67599033066468,7.07732512716221,7.99125240349731,5.89453732693244,44.8158738568937,0.696313344694706,8.30191011881796,2.8813035450674,0.351905099796655,44.119560512199,3.16165375675981,6.63662823809484,1.06989206130681,46.5658047191045,81.4221706083204,53.4341952808955,18.5777761746983,0.182697070596847,-8.18772092393262,8.18770504533976,-8.18768122082301,-0.999999029528238,-0.999998060682208,0.999995150896082,1.56374199321347,2.29319154295984,3.10992239615373,9.15404847408874,144,-1.21188,110.09911,"Peat Swamp",62,"ON"
"23","KP 5.44",25,71.3014145051691,3.68143250788504,18.4685617155686,20.4778607307857,25.6397867019663,15.1309670232419,8.47036583730799,14.5998571428571,16.0192994451782,12.7928202432388,10.3707388968573,20.4778607307857,25.6397867019663,15.1309670232419,8.47036583730799,14.5998571428571,16.0192994451782,12.7928202432388,10.3707388968573,9970.16666647,7265.38280123,4986.16666629,3695.98258171,0.179,0.427,0.581,0.893,1.088,1.287,1.679,2.259,2.771,3.312,3.565,4.117,5.117,6.726,13.302,2.78837024855936,3.89102287623166,1.96975420886972,1.30717288216452,2.274,2.629,35.247,0.101,7.36505253077781,2.71386302726903,0.973279294122141,35.146,2.475,32.0859001140496,4.16619866143998,39.9160431854653,42.8616560813068,54.0545354315627,60.0839568145347,57.0828963319918,45.9285295498555,0.0791094348046459,-2.78836303816347,2.78834860971315,-2.78832697106139,-0.999997414118199,-0.999994825476407,0.99998706513406,1.43637024855936,0.159370248559355,1.02758955119111,2.81954287717276,22.294511411789,22.3671586243163,22.2111543867036,22.1051270439062,22.35908477886,20.8079988567137,24.9999972955859,0.330126594202891,3.24454678229136,1.80126255229252,0.0807939909075576,24.669870701383,2.37549764228079,9.83399128534059,-1.56517612484499,51.5981985811958,82.8888280266382,48.4018014188042,17.1109675852065,0.891780552941317,-22.2942323335359,22.2936740173827,-22.2928366380684,-0.999974956924067,0.999937396567571,-0.999987482199186,1.20381300372412,1.48651255507525,15.1911176479516,23.0780717153516,22.6265272825807,22.703080054228,22.5478626503235,22.4647721796709,22.6000778974915,21.0922235196055,42.2145467700946,3.46200867914857,3.47010809253091,1.86282261434923,0.0823291436235268,38.752538090946,2.40340670302443,9.5071728893461,0.0997127195991906,49.6144947408008,83.9232948772153,50.3855052591992,16.0765007346294,0.53598887146195,-22.6262396136129,22.6256639462259,-22.6248006257118,-0.999987286207726,-0.999974557531573,0.999936401809326,1.20364109316984,1.53430376297517,14.8960040281991,23.4362052756873,146,-1.2108,110.09754,"Peat Swamp",34,"ON"
