cid,id,obs_time,trail,trailmark,compass,distance,animal,n_indiv,observed,activity,continued,comment,geom
3477,52389,06:31:00,SI,19.15,w,8,BP,6,1,TT,,"Enam ekor BP;di antaranya ada 3 ekor BP sama besar dan 2 ekor BP masih kecil; serta 1 ekor BP sedang besar; ke 6 BP tersebut dengan cepat sekali TT dan bersuara setelah melihat saya ; dan kemudian ke 6 BP tersebut menghilang.",NULL
3477,52390,06:31:00,SI,19.15,w,4,BH,4,1,TV,,NULL,NULL
3477,52391,06:31:00,SI,19.15,w,2,LB,1,1,T,,NULL,NULL
3477,52392,07:01:00,SI,24.45,e,4,KW,9,1,T,,NULL,NULL
3477,52396,08:59:00,HB,0.15,e,8,BB,2,1,TV,,NULL,NULL
3477,52397,09:42:00,HB,8.00,w,1,CP,1,1,T,,NULL,NULL
3478,52407,06:21:00,NB,13.30,n,2,BB,2,1,TV,,NULL,NULL
3478,52411,08:02:00,LM,7.45,w,8,BH,4,1,TV,,NULL,NULL
3479,52424,06:58:00,MR,9.00,s,7,BH,2,1,T,,NULL,NULL
3479,52432,09:24:00,GP,93.00,s,3,PX,1,1,TV,,NULL,NULL
3479,52435,10:35:00,GP,94.10,n,2,BH,2,1,T,,NULL,NULL
3479,52436,10:35:00,GP,94.10,n,5,PA,1,1,TV,,NULL,NULL
3479,52438,11:09:00,GP,102.30,n,10,HT,1,1,T,,NULL,NULL
3480,52442,06:08:00,NB,12.00,n,5,BB,2,1,IV,,NULL,NULL
3480,52445,07:15:00,MS,4.20,s,5,YB,1,1,T,,NULL,NULL
3480,52448,08:25:00,MS,18.10,n,3,BF,4,1,T,,NULL,NULL
3480,52449,08:46:00,MS,22.00,e,10,BD,2,1,T,,NULL,NULL
3480,52451,09:48:00,UB,60.10,s,10,BP,2,1,T,,NULL,NULL
3480,52454,11:03:00,UB,46.20,n,5,BH,1,1,I,,NULL,NULL
3480,52456,11:56:00,UB,35.00,n,5,MA,1,1,T,,NULL,NULL
3480,52457,11:56:00,UB,35.00,n,7,HT,1,1,T,,NULL,NULL
3481,52464,06:32:00,ST,7.45,e,6,CP,1,1,TV,,NULL,NULL
3481,52472,08:12:00,GB,3.10,w,3,BB,2,1,T,,NULL,NULL
3481,52474,09:30:00,DS,4.10,n,2,RUX,1,1,T,,NULL,NULL
3481,52475,09:32:00,DS,4.20,n,7,GN,2,1,T,,"Satu ekor GN betina besar dengan satu ekor GN kecil dalam gendongan yang sedang jalan menuju kearah N.",NULL
3482,52485,05:45:00,TZ,9.25,n,3,BB,2,1,TV,,NULL,NULL
3482,52486,05:53:00,TZ,11.10,n,6,BH,2,1,TV,,NULL,NULL
3482,52488,06:40:00,TZ,21.35,s,10,TR,1,1,I,,NULL,NULL
3482,52489,06:42:00,TZ,22.00,s,5,BH,3,1,TV,,NULL,NULL
3482,52491,07:11:00,RG,2.30,e,6,BH,2,1,TV,,NULL,NULL
3482,52493,08:20:00,IF,37.40,n,0,DE,1,1,T,,NULL,NULL
3482,52494,09:08:00,IF,25.25,s,3,BH,3,1,TV,,NULL,NULL
3483,52500,05:50:00,RS,39.40,w,5,PG,2,1,TV,,NULL,NULL
3483,52501,06:31:00,RS,32.10,w,15,FK,7,1,T,,"Satu kelompok FK yang sedang jalan menuju ke arah W; dan saya hanya bisa menghitung jumlahnya saja.",NULL
3483,52502,06:40:00,RS,30.15,w,5,MB,1,1,TV,,NULL,NULL
3483,52503,06:40:00,RS,30.15,e,5,BH,2,1,TV,,NULL,NULL
3483,52504,06:53:00,RS,27.10,w,15,OH,2,1,T,,"Dua ekor OH betina besar ibu dan anak yang sedang istirahat; tidak lama kemudian Ohnya jalan menuju arah S.",NULL
3483,52506,06:58:00,RS,27.00,e,3,BC,7,1,TV,,NULL,NULL
3483,52509,08:08:00,SZ,16.10,w,0,BH,1,1,TV,,NULL,NULL
3483,52515,10:40:00,SK,9.40,e,7,BH,3,1,TV,,NULL,NULL
3484,52518,05:30:00,AP,8.00,e,10,BP,1,1,T,,NULL,NULL
3484,52520,05:45:00,AP,6.20,e,2,KW,1,1,T,,NULL,NULL
3484,52527,07:05:00,PR,2.10,s,5,PKX,1,1,T,,NULL,NULL
3484,52530,07:23:00,PR,4.00,s,7,GN,1,1,T,,"Satu ekor Gn jantan besar brewok putih; alis putih belakang abu-abu yang sedang jalan menuju ke arah S denagan cepat; saya tidak bisa mengikutinya.",NULL
3484,52533,08:23:00,PB,9.20,n,5,BB,3,1,I,,NULL,NULL
3484,52535,09:32:00,JB,1.00,e,5,LBJ,1,1,I,,NULL,NULL
3484,52541,10:15:00,QX,5.00,w,3,PB,2,1,I,,NULL,NULL
3484,52543,10:55:00,BC,11.30,n,5,YB,3,1,IV,,NULL,NULL
3484,52544,11:17:00,BC,7.00,s,5,RH,2,1,TV,,NULL,NULL
3485,52549,06:04:00,TK,14.30,n,4,RH,4,1,TV,,"Dan suasana sudah terang.",NULL
3485,52550,06:36:00,TK,9.00,s,20,GN,2,1,TT,,"Dua ekor GN sama besar dengan cepat sekali TT ke arah S; kemudian menghilang tanpa bersuara; dan saya hanya bisa lihat dari jauh saja. ",NULL
3485,52555,11:26:00,GP,55.00,s,6,CP,1,1,T,,NULL,NULL
3485,52557,11:41:00,ML,24.15,w,2,CP,1,1,T,,NULL,NULL
3486,52566,07:02:00,GP,37.15,n,10,BH,3,1,TV,,NULL,NULL
3486,52570,10:21:00,JB,14.20,e,0,KW,3,1,TV,,NULL,NULL
3486,52571,10:22:00,JB,14.10,w,3,BH,1,1,T,,NULL,NULL
3486,52572,10:41:00,JB,10.10,w,2,BH,2,1,TV,,NULL,NULL
3486,52573,10:45:00,JB,9.20,w,2,BB,2,1,TV,,NULL,NULL
3486,52575,10:54:00,JB,7.00,w,15,PLT,1,1,T,,NULL,NULL
3487,52581,08:04:00,AT,3.40,w,3,BH,2,1,TV,,NULL,NULL
3487,52587,09:45:00,MT,1.10,s,5,CP,1,1,TV,,NULL,NULL
3487,52589,09:52:00,AP,16.00,e,10,TR,2,1,T,,NULL,NULL
3488,52595,05:54:00,KP,11.10,w,2,KW,1,1,T,,NULL,NULL
3488,52596,06:20:00,KP,6.00,w,5,BW,2,1,IV,,NULL,NULL
3488,52597,06:20:00,KP,6.00,e,5,LBJ,1,1,T,,NULL,NULL
3488,52599,07:15:00,RB,24.20,n,5,KL,2,1,T,,"2 ekor KL jantan besar; sedang jalan dengan cepat dari arah N melintas ke arah S.",NULL
3488,52602,08:15:00,BD,7.00,e,7,BH,2,1,I,,NULL,NULL
3488,52607,10:28:00,KP,26.15,w,3,BB,3,1,IV,,NULL,NULL
3489,52616,07:57:00,UB,56.00,s,20,KL,4,1,T,,"Tiga ekor KL yang sama besranya serta satu ekor KL sedang besar yang sedang jalan dengan cepat menuju ke arah S.Ke empat ekor KL tersebut semakin menjauh dan menghilang.",NULL
3489,52617,08:04:00,UB,57.00,s,1,BW,2,1,TV,,NULL,NULL
3489,52618,08:28:00,UB,63.20,s,3,BW,1,1,TV,,NULL,NULL
3489,52619,08:28:00,UB,63.20,n,6,BB,2,1,TV,,NULL,NULL
3489,52623,09:19:00,MS,25.00,e,15,KL,5,1,TV,,"Satu ekor KL betina besar dengan satu ekor KL kecil dan dua ekor KL yang sama besarnya serta satu ekor KL sedang besar yang sedang jalan menuju ke arah NE; kemudian KL tersebut bersuara.",NULL
3489,52624,09:25:00,MS,24.20,w,1,PA,1,1,T,,NULL,NULL
3489,52626,10:02:00,MS,15.00,s,2,BW,1,1,T,,NULL,NULL
3489,52628,10:25:00,MS,9.00,n,15,GN,2,1,TV,,"Satu ekor GN jantan besar brewok putih beralis putih serta satu ekor GN betina besar yang sedang jalan menjauh ke arah W; kemudian GN tersebut bersuara.",NULL
3489,52630,10:34:00,MS,7.40,nw,5,BH,2,1,TV,,NULL,NULL
3490,52638,05:30:00,BC,0.00,n,10,BU,1,1,I,,NULL,NULL
3490,52639,05:30:00,BC,0.00,s,3,CP,1,1,T,,NULL,NULL
3490,52640,05:33:00,BC,0.00,s,10,GN,2,1,T,,"Dua ekor GN yang sama besar yang baru saja bangun tidur dan langsung jalan ke arah E.",NULL
3490,52641,05:40:00,BC,1.35,n,5,GN,2,1,F,,"Dua ekor GN yang sama besar yang sedang makan semua buah ficus yang masih M 100%; crop size M dan tinggi pohon 30 meter; T#67117 F dbh 20; posisi makanan 123-XYZ.",NULL
3490,52642,05:40:00,BC,1.35,n,5,BL,7,1,F,,"Satu kelompok BL yang makan buah ficus juga.",NULL
3490,52643,05:40:00,BC,1.35,n,5,CP,1,1,F,,"Makan buah ficus juga.",NULL
3490,52644,05:40:00,BC,1.35,n,5,UBX,10,1,F,,"Dan banyak sekali jenis burung UBX dan LBJ yang makan buah ficus juga.",NULL
3490,52645,05:40:00,BC,1.35,n,5,LBJ,10,1,F,,NULL,NULL
3490,52647,06:26:00,BC,4.15,n,0,BP,2,1,T,,NULL,NULL
3490,52649,06:41:00,BC,7.40,s,12,CKP,1,1,T,,NULL,NULL
3490,52654,07:23:00,QX,1.40,e,1,LBJ,3,1,TV,,NULL,NULL
3490,52662,09:35:00,PB,8.05,n,0,AHB,3,1,T,,NULL,NULL
3490,52664,10:03:00,CK,1.10,w,2,BC,1,1,T,,NULL,NULL
3490,52670,11:25:00,AP,4.30,w,0,BH,2,1,TV,,NULL,NULL
3491,52675,06:30:00,IF,15.00,n,5,PG,3,1,IV,,NULL,NULL
3491,52677,07:15:00,IF,24.00,s,5,LBJ,2,1,T,,NULL,NULL
3491,52678,07:43:00,IF,30.00,s,3,BB,2,1,IV,,NULL,NULL
3491,52679,08:10:00,IF,35.20,s,7,RH,3,1,T,,NULL,NULL
3491,52680,08:10:00,IF,35.20,n,3,YB,1,1,T,,NULL,NULL
3491,52687,11:20:00,TZ,12.00,n,5,BH,1,1,T,,NULL,NULL
3492,52693,05:36:00,SK,0.40,w,0,KL,3,1,T,,"Tiga ekor KL sama sama besar; yang baru saja bangun dari tidur dan langsung jalan kearah SW; dan saya hanya bisa menghitung jumlahnya saja; dan jenisnya belum tahu karena situasi berkabut tipis.",NULL
3492,52695,06:06:00,SK,6.06,w,0,SQT,1,1,T,,NULL,NULL
3492,52698,06:37:00,MB,8.45,n,5,BP,1,1,TT,,NULL,NULL
3492,52701,07:29:00,ST,12.00,w,3,BH,2,1,TV,,NULL,NULL
3492,52702,07:36:00,ST,10.45,w,8,KL,2,1,I,,"Dua ekor KL; 1 ekor KL Betina dan 1 KL jantan besar yang sedang istirahat.",NULL
3492,52708,09:01:00,SZ,17.00,w,0,GN,1,1,I,,"Satu ekor GN jantan sedang besar; yang sedang istirahat.",NULL
3492,52710,09:10:00,SZ,18.10,e,2,PG,1,1,TV,,NULL,NULL
3492,52711,09:10:00,SZ,18.10,e,0,CN,1,1,T,,NULL,NULL
3492,52714,09:36:00,RS,20.15,w,5,RA,1,1,TV,,NULL,NULL
3493,52725,08:09:00,UB,25.25,w,20,GN,2,1,TT,,"Dua ekor GN sama besar dengan cepat sekali TT ke arah W dan menghilang; saya hanya bisa lihat dari juah saja.",NULL
3493,52729,10:00:00,HB,5.00,w,4,BH,3,1,TV,,"Dan cuaca mulai mendung lagi 30%.",NULL
3493,52734,11:32:00,SI,5.00,w,15,KL,3,1,TT,,"Tiga ekor KL dengan cepat sekali TT ke arah W tanpa bersuara dan saya hanya lihat dari juah saja.",NULL
3494,52740,06:16:00,NB,12.15,n,8,CP,1,1,T,,NULL,NULL
3494,52745,08:26:00,LM,2.15,s,4,BW,2,1,TV,,NULL,NULL
3494,52747,08:39:00,LM,0.35,e,15,KL,7,1,I,,"Tujuh ekor KL sedang istirahat di antaranya:2 ekor KL jantan besar; 3 ekor KL betina besar dan 2 ekor KL anank sedang besar; yang sedang istirahat.",NULL
3494,52753,10:34:00,UB,83.10,w,4,BH,7,1,TV,,NULL,NULL
3495,52759,06:28:00,KP,23.40,e,0,ULX,1,1,T,,"(animal Ular Lidi).",NULL
3495,52763,08:29:00,BD,12.20,e,10,GN,3,1,TV,,"Satu ekor GN jantan besar brewok dan satu ekor GN betina besar dengan satu ekor GN sedang besar; yang sedang jalan menuju ke arah SW kemudian GN tersebut bersuara.",NULL
3495,52764,08:55:00,BD,6.45,w,5,BH,3,1,TV,,NULL,NULL
3495,52765,08:57:00,BD,6.25,e,1,LBJ,1,1,TV,,NULL,NULL
3495,52766,09:01:00,BD,5.35,w,12,OH,1,1,IV,,"Satu ekor OH jantan yang sudah punya belimbing yang sedang istirahat dan bersuara karena melihat saya.",NULL
3496,52773,05:55:00,TK,17.00,s,1,KW,1,1,T,,NULL,NULL
3496,52777,07:08:00,MR,6.10,s,3,PG,2,1,T,,NULL,NULL
3496,52784,09:25:00,GP,84.00,n,5,DJ,1,1,IV,,NULL,NULL
3496,52789,11:03:00,GP,102.00,s,5,MA,2,1,IV,,NULL,NULL
3499,52797,06:52:00,GP,63.00,n,3,BH,3,1,I,,NULL,NULL
3499,52801,08:03:00,PP,7.00,e,5,LBJ,1,1,T,,NULL,NULL
3499,52804,09:25:00,FS,16.10,s,5,MR,2,1,T,,NULL,NULL
3499,52808,11:20:00,TK,18.00,n,3,RA,1,1,T,,NULL,NULL
3500,52819,06:15:00,BM,5.30,e,20,GN,2,1,T,,"Dua ekor GN sama besar dengan cepat sekali T ke arah E tanpa bersuara kemudian menghilang; kami hanya bisa melihat dari jauh saja.",NULL
3500,52820,06:21:00,BM,10.00,e,4,SL,1,1,T,,NULL,NULL
3500,52824,06:46:00,DS,12.33,n,2,CP,1,1,T,,NULL,NULL
3500,52825,06:46:00,DS,12.33,n,5,RA,2,1,T,,NULL,NULL
3500,52827,07:31:00,DS,9.35,s,8,BW,8,1,TV,,NULL,NULL
3500,52829,07:42:00,DS,8.00,s,25,FK,1,1,T,,"Satu ekor FK besar yang sedang T ke arah S tanpa bersuara; kemudian hilang hingga kami tidak dapat melihatnya lagi.",NULL
3500,52835,09:02:00,GB,10.00,w,8,PG,4,1,TV,,NULL,NULL
3500,52836,09:32:00,GB,4.35,e,8,BB,2,1,TV,,NULL,NULL
3500,52838,10:02:00,GB,0.30,e,4,BB,2,1,TV,,NULL,NULL
3500,52841,10:32:00,SP,5.15,w,20,KL,2,1,TT,,"Dua ekor Kl sama besar dengan cepat sekali TT ke arah W; kemudian menghilng hingga kami tidak bisa melihatnya lagi.",NULL
3500,52843,11:12:00,ST,9.05,e,4,BB,8,1,TV,,NULL,NULL
3500,52844,11:12:00,ST,9.05,e,4,BW,3,1,TV,,NULL,NULL
3501,52861,08:19:00,AT,0.00,w,5,BH,1,1,TV,,NULL,NULL
3501,52862,08:21:00,AT,0.00,e,20,KL,4,1,T,,"Satu ekor KL betina besar dengan satu ekor KL kecil dalam gendongan.Satu ekor KL besar dan satu ekor KL sedang besar yang sedang jalan menuju ke arah S.",NULL
3502,52874,06:30:00,NB,16.10,n,5,WP,2,1,T,,NULL,NULL
3502,52876,06:48:00,NB,20.00,s,5,BW,1,1,T,,NULL,NULL
3502,52880,08:12:00,LM,6.20,s,7,BB,2,1,T,,NULL,NULL
3503,52899,06:25:00,ST,6.00,w,5,BW,3,1,IV,,NULL,NULL
3503,52903,07:22:00,SP,7.15,e,3,BB,2,1,T,,NULL,NULL
3503,52907,08:17:00,GB,2.00,e,5,RH,1,1,T,,NULL,NULL
3503,52908,08:17:00,GB,2.00,e,5,LBJ,3,1,T,,NULL,NULL
3503,52912,09:50:00,DS,5.10,n,1,KW,2,1,T,,NULL,NULL
3504,52925,07:40:00,GP,71.28,n,5,PX,2,1,T,,NULL,NULL
