"locationID","location","altitude","on.off.trail","max.height","median.r","sd.r","CRR.rho","perc.below.2m","stand.dens","basal.area","stem.vol","mean.tree.h","mean.dbh","dom.h","dom.dbh","latitude","longitude","habitat","partition","n.pts","pts.below.2m","zentropy","lad.max","rumple","vn","vFRcanopy","vzrumple","ClosedGapSpace"
150,"GP 30.24",226,"ON",48.7335122000867,13.5598646908073,4.40519398133824,0.47036120737906,38.9163904479385,213.904243515507,15.7670063357615,71.2249082911234,28.2570952380952,22.7438348644286,31.6600866467875,37.8546901367598,-1.21605,110.11442,"Lowland Granite","LG1",15748055,6128574.5717561,0.522179739288431,0.883792640588564,15.9099967739325,22424,34.7481133683542,3.67547818502633,6.51578851269069
210,"GP 56.25",383,"ON",42.7466647998092,19.3973166061659,3.62851110434402,0.743677161002512,43.0760866928604,178.253536262923,4.06626759966264,40.0730558725193,15.3308285714286,15.101956103,16.5648212265779,20.4161051037175,-1.21087,110.12183,"Upland Granite","UG1",18826984,8109927.94949096,0.559716058863095,0.681357694186225,9.16510758674858,21514,39.0000725110579,3.31554370332379,5.42507432271212
304,"GP 56.25 N 42",385,"OFF",49.0774601106073,9.97744772830957,4.28175157957345,0.346260038985105,35.3045467789929,178.253536262923,8.67913587007857,133.854704086951,19.896,20.392311188,21.317446420802,28.703170325922,-1.210455,110.121751,"Upland Granite","UG1",12128574,4281938.08145477,0.568513186284135,0.933176676601346,14.6460630760853,27936,37.2569416659998,3.50262227293084,7.69328885400314
138,"GP 60.34",439,"ON",39.3007541141862,17.7763181799037,4.460235819154,0.673948915600617,48.0690313614371,213.904243515507,7.43801265418302,92.2676824892553,17.1665238095238,17.5221693254762,19.0411624712425,26.6031785643506,-1.21043,110.12347,"Upland Granite","UG1",9654219,4640689.55881182,0.553172265947758,0.662039467997357,10.4873292040156,17405,44.5095130932897,3.13725590301645,4.80661881977671
13,"GP 66.01",552,"ON",40.4990951001738,13.3708101172227,3.24477899889254,0.495659141667184,48.1526289417021,81.4873308630504,1.92504341421021,10.7047963591244,16.3164375,15.94257830625,16.3164375,15.94257830625,-1.21087,110.12574,"Upland Granite","UG1",12899221,6211314.02450011,0.556962704095917,0.60172325622186,11.3260708243281,13889,42.156862745098,3.10842725061222,8.17335735117516
155,"HB 15.38",386,"ON",36.2629114646843,11.0728282405008,4.37486868859083,0.405198292735302,42.6877091180473,315.76340709432,16.3932917149415,134.914306549478,19.8365322580645,21.0484944479516,22.4348430776909,37.9280254007776,-1.22905,110.11547,"Lowland Granite","LG2",18898509,8067340.54956799,0.621616390438989,0.685893966147196,14.3849720101599,24941,41.3718172016256,2.81871926663497,11.2091083519655
156,"HB 2.25",282,"ON",43.3619987345399,9.67246170360718,4.44952607132196,0.342205328758192,42.2994334196421,168.067619905041,4.62593477702919,82.9711707627501,25.9824242424242,16.6373413944242,27.2389873409424,22.1843015086543,-1.23304,110.11118,"Lowland Granite","LG2",26260823,11108179.3403351,0.547226976841766,0.827552573121081,15.5688677170664,24736,30.3155830626877,3.20944618469169,10.3257592817242
317,"HB 2.25 E 46",281,"OFF",47.8265286117176,13.3955695898251,3.77027111453852,0.518920028434744,39.0250208144745,193.532410799745,9.99254176571518,138.543437460187,25.6436578947368,21.5695268732895,28.5053385352168,32.5183561130202,-1.233066,110.11159,"Lowland Granite","LG2",11281504,4402609.28418577,0.522669183857899,0.954087200218437,14.8716208995417,19528,27.6686786250673,3.40391605195554,8.82543107174099
144,"KP 33.32",62,"ON",44.8158738568937,7.99125240349731,2.8813035450674,0.29413112967563,48.6008161711032,218.997201694448,4.59637978730827,35.9501066794724,17.3476279069767,14.2519804945349,19.1704207275902,21.19010746659,-1.21188,110.09911,"Peat Swamp","PS1",17004542,8264346.19815804,0.530746194534824,0.733775779746776,12.6182388008227,19632,52.9150157677691,3.47854535023705,4.80897874238145
146,"KP 5.44",34,"ON",42.2145467700946,22.6000778974915,1.86282261434923,0.891780552941317,45.9285295498555,71.3014145051691,3.68143250788504,18.4685617155686,14.5998571428571,20.4778607307857,14.5998571428571,20.4778607307857,-1.2108,110.09754,"Peat Swamp","PS1",13033715,5986193.64521895,0.542209807058528,0.482595719813714,9.52295969216094,17621,33.2314945780292,3.04816266488986,5.7969021187412
136,"MB 17.16",45,"ON",47.0621363871478,14.9933562764346,4.69475541794478,0.586509989164956,50.7944500731631,264.833825304914,7.0974274430545,57.4055988073202,17.4189038461538,15.7877716593654,18.6953863474942,24.8972409655916,-1.22302,110.10008,"Freshwater Swamp","FS1",32090322,16300102.5866073,0.533779567339505,0.651957816965677,9.06366805145152,21936,50.1348448141884,3.52241496528785,4.65927776710018
166,"NB 10.20",407,"ON",44.8041986428697,7.21257159681102,3.3327099218997,0.265532830184829,51.838971568556,91.6732472209317,1.58968095911355,21.2574818965438,17.6860555555556,13.7054186918889,17.6860555555556,13.7054186918889,-1.2265,110.1208,"Upland Granite","UG2",14632220,7585192.36564856,0.525888961054855,0.607080374823349,10.7031201069604,17333,32.7358918183879,3.40514686472728,7.98102391954214
190,"RB 0",58,"ON",43.8034594546815,11.4379263592041,4.95872490616085,0.41950818495925,34.2754229633918,183.346494441863,5.28782202733318,30.7623778230986,19.6844166666667,17.1132110176111,21.1242644404533,23.2154025313178,-1.21354,110.10599,"Freshwater Swamp","FS1",22616883,7752032.30938546,0.560568862181406,1.06354146732659,9.22368215527469,26787,32.4015386104122,3.66378309001659,4.63294568630767
232,"RB 4.40",28,"ON",45.9591135856712,13.4575772189694,5.51567015668387,0.487294237539573,39.2273763939279,249.554950768092,9.05707582291455,36.927001365196,20.5178979591837,18.1062638605102,22.7196025088884,27.6502060526596,-1.21353,110.10411,"Alluvial Bench","AB2",27129322,10642121.2540607,0.546676573976595,0.896370211471008,13.9829428955874,36916,15.5774886806227,2.73512800489791,14.6676686217009
315,"RB 4.40 S 50",40,"OFF",46.0040475305013,11.8939833767172,5.00670888358726,0.420202744752239,43.8451819618341,112.045079936694,3.7991618385428,36.9156539487958,24.2212272727273,17.7259391398182,24.8800352832576,19.4738840125014,-1.213986,110.104114,"Alluvial Bench","AB2",21876914,9591972.75093396,0.562375418615338,0.662731851013187,12.4919881743833,31975,25.4841794851359,3.0637335155796,8.94924501663117
133,"RB 9",43,"ON",46.3197918757795,16.0287850139873,5.57813626609402,0.596899058346182,46.6857817430999,285.205658020676,21.7829268124029,88.5050110880178,23.6200714285714,23.0882380397857,24.9256361848364,41.5405471767537,-1.21382,110.10215,"Freshwater Swamp","FS1",24820349,11587573.9620157,0.519534096760519,0.861982010064061,16.9576523088534,27575,40.5461041920922,3.2302569005146,8.73210236475543
179,"RS 22.30",25,"ON",41.318641652234,7.47575176361715,3.3668568890966,0.292772460375532,50.2504884869384,173.160578083982,14.8725322914655,221.315442210983,20.4685294117647,25.0335370906176,22.7702565955581,35.9876319618243,-1.22369,110.09772,"Freshwater Swamp","FS1",18347206,9219560.63870487,0.532058819751066,0.738235444116488,12.5090277154158,26138,40.3457590491626,3.22965173465278,7.11993367722918
181,"RS 29.15",34,"ON",48.5443893803643,10.0817530830221,4.68788829014843,0.36053848824234,43.0590901645638,117.138038115635,6.58862329024636,49.9341974806144,19.2771739130435,21.8498135018261,19.4103327414825,24.4825942743008,-1.22639,110.09879,"Freshwater Swamp","FS1",16592286,7144487.3891023,0.518728798416214,0.894083882672315,12.926630334336,23796,44.109959775335,3.76526184546835,4.23068612016153
213,"RS 32.30",40,"ON",35.6789853360452,11.181928678713,3.91094249844673,0.397866378922368,37.5126272666589,132.416912652457,3.85210991646115,44.0382706707414,17.9534230769231,17.2115620919231,18.7806471831044,20.6005831307365,-1.22702,110.09763,"Freshwater Swamp","FS1",15932295,5976622.43837453,0.655087548515463,0.94165757275113,8.50638522104413,27016,29.6475132786094,2.3120950658668,8.76456876456876
135,"SK 10.35",55,"ON",48.9553795873957,13.9702563989606,5.14939060190767,0.507540319463503,42.5637630695959,259.740867125973,18.8760354862765,116.334468673519,22.8140392156863,22.5060865322157,25.6723263659821,39.0668354023986,-1.22219,110.10448,"Alluvial Bench","AB2",21600407,9193946.05754841,0.553537022204123,0.738588347722049,12.9755633510341,38311,31.1915326684307,3.61945577795603,7.36852200599847
147,"SK 2.13",57,"ON",51.4251583126511,13.4863217558097,5.27601430098791,0.501211976837317,33.1763531311393,244.461992589151,6.07205851161444,73.9092915024107,23.2805833333333,16.1618109332708,25.158091690476,23.1242081804769,-1.21929,110.10307,"Alluvial Bench","AB2",26842493,8905360.26688135,0.5654331951764,1.07316706270913,10.9360190582355,36136,26.8701109425657,3.27102883582873,7.01233511586453
218,"SP 24",18,"ON",53.6237113529046,15.9114781081151,5.63178272655631,0.595912265326548,44.5038520899038,162.974661726101,5.50656541029882,52.1080270101036,19.178,17.550753191,19.3673394613458,22.8115499258901,-1.22446,110.10305,"Alluvial Bench","AB2",28822810,12827260.730554,0.513877954635107,0.727406897056026,11.8570505570265,29499,35.9432686332566,3.92917743564787,4.97906919477961
337,"SP 24 W 55",18,"OFF",55.0208398006033,8.90572234305842,3.76426068431753,0.321554879050601,46.003016126285,224.090159873389,9.79874621936895,118.276452073891,20.5514545454545,18.8279111887045,23.96789845171,29.1220133070844,-1.22447,110.10254,"Alluvial Bench","AB2",23230977,10686950.0956036,0.530973902414591,0.615335345629048,15.2073213109885,27604,34.0958498023715,3.92747239482477,6.62797573203878
176,"ST 18 E 20",42,"OFF",46.106388568921,13.5185923352091,5.4409950412104,0.465022217609542,47.4802351089313,157.88170354716,3.87589909442644,56.0880902209443,23.8573225806452,16.5718933277097,25.5285835814377,20.101773939791,-1.22182,110.10114,"Alluvial Bench","AB2",30526277,14493948.0896036,0.541064272964736,0.693005049114609,13.0948448002867,30545,42.6409615679924,3.51767605101705,5.22978974178168
132,"ST 5",48,"ON",47.0312854217841,8.19337594723475,3.56941773929421,0.304968180154879,48.5015487087636,178.253536262923,4.74056430624908,17.0122449054398,18.0621714285714,15.4748659279429,18.4411967288091,21.2658031660544,-1.21596,110.10131,"Freshwater Swamp","FS1",21587493,10470268.4323959,0.499992123959676,0.79160041371024,12.0289905190286,21257,37.5711407260773,3.6620650389487,5.28057097921021
137,"SZ 15.25",49,"ON",40.5638720046943,14.360978671143,5.5239373005576,0.554623800731864,50.4553239251337,290.298616199617,9.73609392208965,52.9923241989277,17.4313157894737,17.509674570386,19.2679596118076,30.1755209822778,-1.22079,110.09916,"Freshwater Swamp","FS1",20806905,10498191.3165448,0.526406636166772,0.731329512891629,11.080747502198,21600,45.6264126233075,3.21409223045964,5.33821925251243
149,"TL 17.38",80,"ON",44.3705964356808,8.30361220224364,3.73593617024096,0.28235347560816,48.8312007833976,127.323954473516,5.80722830320694,57.8655179780468,20.50128,19.97221041944,20.5341143145286,23.1538685326898,-1.20737,110.11285,"Lowland Sandstone","LS1",12761772,6231726.50883942,0.496387416739528,0.754982185307571,12.0495562118942,21768,29.0775026047928,3.84499008623572,7.34707433007452
225,"TL 26.10",154,"ON",45.8773332855009,14.6220139901631,4.42886909873912,0.519255405181661,42.3225988658782,157.88170354716,7.45506080240179,82.1243764882091,20.2052580645161,22.3416622782581,20.7707247449806,27.615931699772,-1.20605,110.11582,"Lowland Granite","LG1",16023371,6781507.03312146,0.596565750698617,0.614052022523612,9.7096633514835,31077,31.7569155621864,3.59425691658377,6.19125759050665
326,"TL 26 S 40",154,"OFF",53.6929348403701,21.9512851503088,2.92923900631392,0.836973266984928,41.2786068811356,66.2084563262285,2.02920396283565,14.6229254551849,17.8746923076923,17.2786928407692,17.8746923076923,17.2786928407692,-1.20641,110.11581,"Lowland Granite","LG1",8559738,3533340.59907518,0.510890869484616,0.907096589223187,8.82546680038938,16930,30.7081186969455,3.78006745070614,5.59864232703739
288,"TL 35.4 W 54",264,"OFF",47.6768708850594,14.3312452645513,2.9795534183998,0.545502504609335,56.110535152291,147.695787189279,11.9592442255269,107.216184702723,19.2219655172414,25.5625918932414,20.9603896691837,33.8987303902086,-1.20806,110.117583,"Lowland Granite","LG1",16754907,9401267.98196867,0.466029225512234,0.396391125972822,12.7812437987211,15593,39.6647334147334,3.75286682254918,5.90659614311897
151,"TL 35.42",273,"ON",42.1374261403446,17.4301326613712,5.28178225889657,0.636272592592588,48.951080318283,300.484532557498,11.8655685227235,119.032368397188,18.9381694915254,19.1917539597966,21.2883510795482,32.6252916182276,-1.2081,110.11807,"Lowland Granite","LG1",20972650,10266338.7463724,0.557343941872423,0.554799031776528,12.1505390097611,28527,42.616411957155,3.31422712367044,6.97061641648036
214,"TR 9",29,"ON",48.6438402629115,11.1034620534881,4.77984515998269,0.40604770704423,51.5682317321606,193.532410799745,8.3220085790537,55.9323539056581,18.0515263157895,19.2564118329474,20.0101400307814,27.0068313771192,-1.21819,110.09994,"Freshwater Swamp","FS1",15806099,8150925.76013472,0.512797467913061,0.579198073216233,9.50632197814829,24323,34.7079724311135,3.37175370137436,5.22921530913467
205,"TZ 12.30",28,"ON",46.2147541894158,13.528062027897,4.33820745476238,0.523537340218395,48.3394766661233,168.067619905041,5.09458673121127,51.9971324650702,20.4327878787879,18.4893883505152,21.517703368342,22.708970370132,-1.20591,110.09202,"Peat Swamp","PS1",24090625,11645282.0505983,0.534995779068155,0.541860095314702,10.2414586906035,24032,8.15501034985917,3.25584298162334,14.496791678718
234,"TZ 3.35",6,"ON",41.821051338919,8.29236739946438,4.6826860676463,0.370551187378253,53.1894282251904,142.602829010338,4.57205156200348,18.0146682222888,14.9692142857143,16.8170016941429,15.592867010588,20.6575770942674,-1.20626,110.09629,"Peat Swamp","PS1",16763695,8916513.51991483,0.483599663227165,0.629021923795588,6.57951598277422,15948,26.957859328251,3.55362460550768,4.95871087976351
223,"UB 13.40",185,"ON",48.7181395306669,8.8851162227725,4.24931517423585,0.338306937549541,38.9553147600744,162.974661726101,8.8941850387871,32.2849006245618,16.13921875,20.5076163940938,16.5705288196973,28.3338416522217,-1.22255,110.11338,"Lowland Granite","LG2",18042821,7028637.7121468,0.518954612044664,1.00503091738452,12.7619010566464,21147,39.2716535433071,3.58866237064625,7.39783048853598
154,"UB 17.02",209,"ON",54.0073865979099,15.446488142374,4.36387641207141,0.559481430070907,43.6652959788526,106.952121757754,3.19100669713277,35.4817053345945,20.3377142857143,16.7542315267143,20.6942893224467,17.9363233037341,-1.22393,110.11439,"Lowland Granite","LG2",12903924,5634536.60748619,0.532025645963227,0.766066915309682,13.2398968034254,23531,31.276250731033,3.77777430472164,7.3046994202014
165,"UB 46.02",535,"ON",39.7646759535347,18.9709339517728,3.91917064476093,0.714137760382246,39.157421335356,96.7662053998724,2.99679906348382,37.2901991383688,15.7687894736842,17.7541491691579,15.7687894736842,17.7541491691579,-1.22957,110.12312,"Upland Granite","UG2",15251051,5971918.29814002,0.564051928320222,0.80010282179103,10.5602956663324,22663,37.7144663926378,3.36240101352769,6.10446483180428
237,"UB 50.03",578,"ON",41.2204786870631,15.1535466160211,4.13738188252319,0.548384262436392,40.5673031583067,173.160578083982,6.93556372701076,102.867756225087,21.0287647058824,20.7775928416765,23.1079565044432,26.9032044018413,-1.22854,110.12444,"Upland Granite","UG2",11265419,4570076.67778348,0.602778127378913,0.665514235796362,12.2032839321624,25727,33.8450811692583,3.07240357231664,9.34667856213524
167,"UB 58.25",665,"ON",37.7497628138277,8.08314056903937,3.90036212451895,0.298682242048874,41.3321678673402,147.695787189279,7.07124131787352,74.3561815772254,14.9538965517241,20.2331333598621,15.6327340287949,25.5581468717847,-1.2287,110.12817,"Upland Granite","UG2",9472105,3915026.33917072,0.59977898528704,0.845510070615739,13.3929395469637,19435,45.5045656754858,2.85460205127715,9.07025501932909
168,"UB 63.18",715,"ON",37.9432342287825,16.6913033198594,3.03038481133591,0.643317291007613,52.6193633108447,81.4873308630504,2.24997996349324,16.1963652893886,13.62775,17.44360313975,13.62775,17.44360313975,-1.22912,110.13028,"Upland Granite","UG2",11936796,6281066.05491438,0.52075001873972,0.579495344569861,8.36284718728079,14348,42.5857770390597,3.29558131388332,4.60477140395062
170,"UB 75.35",902,"ON",35.075847814946,8.33346660290002,3.57834091659813,0.305151063696283,52.049672271333,213.904243515507,12.7388407650462,48.2061016392275,16.382880952381,21.2922040887143,18.6849953007113,32.8327372035543,-1.22993,110.13567,"Montane","MO2",18355462,9553957.81488907,0.580800323952764,0.41718374429896,11.9045728630364,15696,43.7677764764932,2.64809295740931,8.72231833910035
171,"UB 80.03",950,"ON",31.1144952848443,8.38127893577705,3.99127643306648,0.324017530675566,52.6085720723573,229.183118052329,7.69010201022145,57.5623927517665,13.6613111111111,18.4859617637333,14.4480834704104,26.2607193842746,-1.23109,110.13722,"Montane","MO2",10255598,5395323.66528123,0.577435949468933,0.561847632578231,10.9820633303889,13572,46.5144972239358,2.61502337444635,8.84658772044193
172,"UB 85.30",1011,"ON",34.1553168446089,8.07795500944544,3.17960812957954,0.292213263156388,57.7389375209347,127.323954473516,3.14467719370456,15.1840317532868,14.93852,14.74202910192,15.2245405604291,17.11982984843,-1.23188,110.13854,"Montane","MO2",17093908,9869840.86000606,0.548716561788834,0.465206438686576,11.8255740166094,12376,42.1023983670692,2.51758103337299,11.5988550398691
270,"BM 10.40 E 40",39,"OFF",39.3358789509177,9.27681414366214,3.48717112235117,0.315693636376245,40.138713204274,86.5802890419911,3.120368802985,15.9643131684763,19.9322941176471,17.2848793384369,19.9322941176471,17.2848793384369,-1.209358,110.108778,"Alluvial Bench","AB1",26107226,10479104.5697317,0.590157040921949,0.913299785451136,23.0020090835249,27274,52.4036429312531,3.16055727671284,14.6718787017294
130,"BC 2.19",46,"ON",41.6447370424409,22.9841144262446,4.0463426948633,0.817119312767249,4.28787878787879,157.88170354716,5.04238594781959,40.184713210271,13.0947419354839,18.0759961345806,13.57331165569,23.058037021857,-1.21712,110.10572,"Lowland Sandstone","LS1",19041907,816493.891060606,0.462700236553873,1.20021490602254,10.8275876656393,15425,36.3677087754043,3.84774426806139,5.35496031746032
